s_m,x_path_m,y_path_m,x_left_m,y_left_m,x_right_m,y_right_m,offset_m,curvature_1pm,speed_mps,speed_kph,gear,rpm,ax_mps2,ay_mps2,limit
523.9631178397785,214.0,50.0,214.0,50.0,206.0,50.0,4.000000000000001,8.676648444512494e-16,39.18506084946353,141.06621905806873,2,14701.889481352244,9.810000000000002,1.332272465644508e-12,wheelie
525.9631178397785,214.0,48.0,214.0,48.0,206.0,48.0,4.000000000000001,-3.2468774235481256e-15,39.68260316279868,142.85737138607524,2,14888.562972330117,9.809999999999945,-5.112887080549998e-12,wheelie
527.9631178397785,214.0,46.0,214.0,46.0,206.0,46.0,4.000000000000001,1.2119844849741251e-14,40.17398404161777,144.626342549824,2,15072.92474738008,9.810000000000002,1.956081139996306e-11,wheelie
529.9631178397785,214.0,44.0,214.0,44.0,206.0,44.0,4.000000000000001,-4.5232501975416877e-14,40.65942687466413,146.37393674879087,2,15255.058619989846,5.493203631953747,-7.477787442671757e-11,wheelie
531.9631178397785,214.0,42.0,214.0,42.0,206.0,42.0,4.000000000000001,1.6881016305192622e-13,40.71725215227311,146.5821077481832,2,15276.754154517703,-5.297796368046249,2.798694616031461e-10,stoppie
533.9631178397785,214.0,40.0,214.0,40.0,206.0,40.0,4.000000000000001,-6.300081502322882e-13,40.13485546045718,144.48547965764587,2,15058.244048580224,-11.771999999999935,-1.014821300832175e-09,stoppie
535.9631178397785,214.0,38.0,214.0,38.0,206.0,38.0,4.000000000000001,2.3512224378772262e-12,39.54388224279187,142.35797607405073,2,14836.516105731474,-11.771999999999935,3.6766503125285795e-09,stoppie
537.9631178397785,214.0,36.0,214.0,36.0,206.0,36.0,4.000000000000001,-8.774881601276614e-12,38.94394205562388,140.19819140024597,2,14611.423834953841,-11.771999999999963,-1.3308254148219366e-08,stoppie
539.9631178397785,214.0,34.0,214.0,34.0,206.0,34.0,4.000000000000002,3.2749636234858793e-11,38.33461389960502,138.00461003857808,2,14382.809281002264,-11.771999999999991,4.812698632936142e-08,stoppie
541.9631178397785,214.0,32.0,214.0,32.0,206.0,32.0,4.000000000000002,-1.222249956057881e-10,37.71544276330042,135.77559394788153,2,14150.501727596538,-11.771999999999963,-1.738595100250485e-07,stoppie
543.9631178397785,214.0,30.0,214.0,30.0,206.0,30.0,4.000000000000002,4.561503461882936e-10,37.0859356472476,133.50936833009138,2,13914.316205683279,-11.771999999999991,6.273739611405454e-07,stoppie
545.9631178397785,214.0,28.0,214.0,28.0,206.0,28.0,4.000000000000002,-1.7023763891473862e-09,36.44555696970195,131.204005090927,2,13674.051769712152,-11.771999999999792,-2.261230165718046e-06,stoppie
547.9631178397785,214.0,26.0,214.0,26.0,206.0,26.0,4.000000000000002,6.353355210401249e-09,35.79372323231815,128.85740363634534,2,13429.489496246533,-11.771999999996183,8.139859119085588e-06,stoppie
549.9631178397785,214.0,24.0,214.0,24.0,206.0,24.0,4.000000000000002,-2.3711044452457605e-08,35.1297967946275,126.46726846065901,2,13180.390148202277,-11.771999999944626,-2.9261862148859824e-05,stoppie
551.9631178397785,214.0,21.999999999999986,214.0,21.999999999999986,206.0,21.999999999999986,4.000000000000002,8.849082259942886e-08,34.45307856828233,124.03108284581639,2,12926.491433792607,-11.771999999199522,0.00010503990041197527,stoppie
553.9631178397785,214.0,20.0,214.0,20.0,206.0,20.0,4.000000000000002,-3.3025224594524126e-07,33.76279939279657,121.54607781406767,2,12667.50477078199,-11.771999988434658,-0.0003764633274050976,stoppie
555.9631178397788,214.0,17.999999999999986,214.0,17.999999999999986,206.0,17.999999999999986,4.000000000000002,1.2325181611806719e-06,33.05810979056051,119.00919524601782,2,12403.111442657952,-11.771999833005964,0.0013469434499944338,stoppie
557.9631178397825,214.0,16.0,214.0,16.0,206.0,16.0,4.000000000000002,-4.599820398732508e-06,32.33806772480513,116.41704380929846,1,15669.715264138384,-11.771997590270999,-0.004810265053063201,corner
559.9631178398351,214.0,14.000000000000014,214.0,14.000000000000014,206.0,14.000000000000014,4.000000000000002,1.716676343141358e-05,31.601624043730048,113.76584655742818,1,15312.864542916446,-11.771965248851032,0.017143805326459406,corner
561.9631178405683,214.0,12.0,214.0,12.0,206.0,12.0,4.000000000000002,-6.406723320550561e-05,30.847607721908908,111.05138779887207,1,14947.49883312831,-11.771529233411997,-0.06096477116949677,corner
563.9631178507807,214.0,10.0,214.0,10.0,206.0,10.0,4.000000000000002,0.0002391021630793043,30.07474701599807,108.26908925759305,1,14573.001899560006,-11.765708430055085,0.21626561305552236,corner
565.9631179930212,214.0,8.0,214.0,8.0,206.0,8.0,4.000000000000002,-0.0008923410910453977,29.282234053086867,105.41604259111273,1,14188.982279784406,-11.687595077775157,-0.765137182431291,corner
567.9631238642804,213.9964596537,6.0,214.0,6.0,206.0,6.0,3.996459653699973,-0.0013260352070931525,28.47787752894071,102.52035910418655,1,13799.223750874085,-11.526224743016499,-1.0754006409249104,corner
569.9631541137555,213.98595469274088,4.0,214.0,4.0,206.0,3.9999999999999996,3.985954692740877,-0.001759729323140907,27.66294650197118,99.58660740709625,1,13404.341247033906,-11.32040848968164,-1.3466128197576315,corner
571.9632317344516,213.9686592340342,2.0000000000000004,214.0,2.0000000000000004,206.0,1.9999999999999998,3.9686592340341993,-0.002193423439188662,26.84071199808697,96.6265631931131,1,13005.91977467324,-11.060404747769113,-1.5801944941754722,corner
573.9633770977541,213.94474739449143,2.4154611350543927e-16,214.0,2.4492935982947064e-16,206.0,-2.4492935982947064e-16,3.9447473944914258,-0.0026271175552364167,26.014428252664988,93.65194170959396,1,12605.536204191176,-10.75136706705868,-1.7779030594637495,corner
575.9636097548145,213.91439329102406,-1.9999999999999998,214.0,-1.9999999999999998,206.0,-2.0000000000000004,3.9143932910240413,-0.0030608116712841716,25.18739394184979,90.67461819065925,1,12204.78894017928,-10.397800677650096,-1.941793657730435,corner
577.9639471369537,213.87777104054354,-3.9999999999999996,214.0,-3.9999999999999996,206.0,-4.0,3.877771040543532,-0.003494505787331926,24.36301081724363,87.70683894207707,1,11805.326333412875,-10.003693016007347,-2.0741859117628114,corner
579.9644052016275,213.8350547599614,-6.0,214.0,-6.0,206.0,-6.0,3.835054759961384,-0.00392819990337968,23.5448392314002,84.76142123304072,1,11408.873586251948,-9.572616194269429,-2.177634755339288,corner
581.9649982550552,213.78641856618907,-8.0,214.0,-8.0,206.0,-8.0,3.7864185661890817,-0.004361894019427435,22.736652431038795,81.85194875173967,1,11017.259060929391,-9.107808988762507,-2.254904509538697,corner
583.9657390736832,213.7320365761381,-10.0,214.0,-10.0,206.0,-10.0,3.7320365761381114,-0.00479558813547519,21.942489087145074,78.99296071372227,1,10632.439733506028,-8.612242828301312,-2.308945378342908,corner
585.966638925271,213.67208290671996,-12.0,214.0,-12.0,206.0,-12.0,3.6720829067199587,-0.005229282251522945,21.16670318521087,76.20013146675913,1,10256.525368656174,-8.088675135854182,-2.342871790747384,corner
587.967707622291,213.60673167484612,-14.0,214.0,-14.0,206.0,-14.0,3.6067316748461087,-0.0056629763675707,20.41400895610352,73.49043224197267,1,9891.80029134349,-7.539692335194445,-2.359942117895976,corner
589.9689535653614,213.53615699742804,-16.0,214.0,-16.0,206.0,-16.0,3.536156997428048,-0.006096670483618454,19.689517022863726,70.88226128230941,1,9540.740902092331,-6.967744329349372,-2.36353941443062,corner
591.9703837897722,213.46053299137725,-18.0,214.0,-18.0,206.0,-18.0,3.460532991377261,-0.0065303645996662085,18.99875596281082,68.39552146611895,1,9206.026125108894,-6.375171872492018,-2.3571529179620856,corner
593.972004011133,213.38003377360522,-20.0,214.0,-20.0,206.0,-20.0,3.3800337736052337,-0.006964058715713963,18.347671248869606,66.05161649593059,1,8890.536895291181,-5.764227982640648,-2.3443601142311024,corner
595.9738186713103,213.29483346102344,-22.0,214.0,-22.0,206.0,-22.0,3.2948334610234515,-0.007397752831761718,17.74259130827094,63.87332870977538,1,8597.339711652716,-5.137094232529044,-2.328809235317309,corner
597.9758309842975,213.2051061705434,-24.0,214.0,-24.0,206.0,-24.0,3.2051061705434005,-0.007831446947809474,17.190148872249377,61.88453594009776,1,8329.648526577834,-4.495892236960337,-2.3142021137386997,corner
599.978042982109,213.11102601907658,-26.0,214.0,-26.0,206.0,-26.0,3.1110260190765664,-0.008265141063857229,16.697145954363933,60.10972543571016,1,8090.759319795431,-3.8426894466875936,-2.3042773830246692,corner
601.9804555606598,213.01276712353445,-28.0,214.0,-28.0,206.0,-28.0,3.012767123534434,-0.008698835179904984,16.270354184755,58.573275065118004,1,7883.953348462769,-3.1794948579568327,-2.3027941437569304,corner
603.9830685256348,212.9105036008285,-30.0,214.0,-30.0,206.0,-30.0,2.9105036008284895,-0.009132529295952738,15.916250638032128,57.298502296915665,1,7712.369140080623,-2.5082276335378637,-2.3135165628651264,corner
605.9858806383343,212.8044095678702,-32.0,214.0,-32.0,206.0,-32.0,2.8044095678702186,-0.009566223412000493,15.640705174466646,56.30653862807993,1,7578.85099072366,-1.830580636829648,-2.3402010974681633,corner
607.9888896614943,212.6946591415711,-34.0,214.0,-34.0,206.0,-34.0,2.6946591415711056,-0.009999917528048248,15.448668070048091,55.61520505217313,1,7485.797603242497,-1.1472067929571352,-2.386593768518293,corner
609.9920924050762,212.58142643884264,-36.0,214.0,-36.0,206.0,-36.0,2.581426438842638,-0.010433611644096003,15.344054794818115,55.23859726134521,1,7435.106255520281,-0.4020412731852865,-2.456489708558086,corner
611.9954847720192,212.4648855765963,-38.0,214.0,-38.0,206.0,-38.0,2.4648855765963,-0.010867305760143758,15.344054772806548,55.238597182103575,1,7435.106244854368,-8.429758580064117e-08,-2.558598651509338,corner
613.9990618039566,212.3452106717436,-40.0,214.0,-40.0,206.0,-40.0,2.345210671743578,-0.01130099987619151,15.344054772806548,55.238597182103575,1,7435.106244854368,0.0,-2.6607076015084257,corner
616.0028177268896,212.22257584119595,-42.0,214.0,-42.0,206.0,-42.0,2.2225758411959564,-0.011734693992239266,15.344054772806548,55.238597182103575,1,7435.106244854368,3.552713678800501e-15,-2.7628165515075134,corner
618.0067459968186,212.09715520186492,-44.0,214.0,-44.0,206.0,-44.0,2.0971552018649224,-0.01216838810828702,15.344054772806548,55.238597182103575,1,7435.106244854368,0.0,-2.8649255015066015,corner
620.0108393453313,211.96912287066195,-46.0,214.0,-46.0,206.0,-46.0,1.9691228706619603,-0.012602082224334775,15.344054772806548,55.238597182103575,1,7435.106244854368,0.0,-2.9670344515056892,corner
622.0150898251455,211.83865296449855,-48.0,214.0,-48.0,206.0,-48.0,1.8386529644985568,-0.01303577634038253,15.344054772806548,55.238597182103575,1,7435.106244854368,3.552713678800501e-15,-3.0691434015047774,corner
624.019488855608,211.7059196002862,-50.0,214.0,-50.0,206.0,-50.0,1.705919600286196,-0.013469470456430285,15.344054772806548,55.238597182103575,1,7435.106244854368,-3.552713678800501e-15,-3.1712523515038655,corner
626.0240272681493,211.57109689493637,-52.0,214.0,-52.0,206.0,-52.0,1.5710968949363648,-0.01390316457247804,15.344054772806548,55.238597182103575,1,7435.106244854368,0.0,-3.2733613015029532,corner
628.0286953516962,211.43435896536056,-54.0,214.0,-54.0,206.0,-54.0,1.434358965360548,-0.014336858688525795,15.344054772806548,55.238597182103575,1,7435.106244854368,0.0,-3.3754702515020414,corner
630.0334828980425,211.29587992847024,-56.0,214.0,-56.0,206.0,-56.0,1.2958799284702311,-0.01477055280457355,15.344054772806548,55.238597182103575,1,7435.106244854368,0.0,-3.4775792015011295,corner
632.0383792471803,211.1558339011769,-58.0,214.0,-58.0,206.0,-58.0,1.155833901176901,-0.015204246920621304,15.344054772806548,55.238597182103575,1,7435.106244854368,-8.429164211065654e-08,-3.5796881515002172,corner
634.0433733325953,211.01439500039203,-60.0,214.0,-60.0,206.0,-60.0,1.0143950003920423,-0.01563794103666906,15.344054750777381,55.23859710279857,1,7435.106234179931,-8.429550746313907e-08,-3.6817970909275344,corner
636.0484537265266,210.87173734302715,-62.0,214.0,-62.0,206.0,-62.0,0.87173734302714,-0.016071635152716812,15.344054750777381,55.23859710279857,1,7435.106234179931,3.552713678800501e-15,-3.78390604063343,corner
638.0536086851969,210.7280350459937,-64.0,214.0,-64.0,206.0,-64.0,0.7280350459936797,-0.01650532926876457,15.344054750777381,55.23859710279857,1,7435.106234179931,0.0,-3.886014990339327,corner
640.0588261940125,210.58346222620315,-66.0,214.0,-66.0,206.0,-66.0,0.583462226203149,-0.016939023384812322,15.344054750777381,55.23859710279857,1,7435.106234179931,-8.429264397591396e-08,-3.988123940045223,corner
642.064094012741,210.43819300056703,-68.0,214.0,-68.0,206.0,-68.0,0.4381930005670318,-0.01737271750086008,15.344054728745208,55.23859702348275,1,7435.106223504032,-8.429449138702694e-08,-4.0902328780049775,corner
644.0693997206674,210.2924014859968,-70.0,214.0,-70.0,206.0,-70.0,0.29240148599681426,-0.01780641161690783,15.344054728745208,55.23859702348275,1,7435.106223504032,-8.429316977753842e-08,-4.192341827417642,corner
646.0747307617337,210.146261799404,-72.0,214.0,-72.0,206.0,-72.0,0.1462617994039812,-0.018240105732955588,15.34405470671234,55.23859694416443,1,7435.106212827798,-8.42939620326888e-08,-4.294450764497313,corner
648.0800744896653,209.9999480577,-74.0,214.0,-74.0,206.0,-74.0,-5.194229998117805e-05,-0.01867379984900334,15.34405470671234,55.23859694416443,1,7435.106212827798,-3.552713678800501e-15,-4.396559713616735,corner
650.0854182130896,209.85363437779642,-76.0,214.0,-76.0,206.0,-76.0,-0.14636562220358762,-0.019107493965051098,15.34405470671234,55.23859694416443,1,7435.106212827798,-3.552713678800501e-15,-4.49866866273616,corner
652.0907492406501,209.70749487660464,-78.0,214.0,-78.0,206.0,-78.0,-0.29250512339535284,-0.01954118808109885,15.34405470671234,55.23859694416443,1,7435.106212827798,-1.4600189146563025e-07,-4.600777611855583,corner
654.0960549261202,209.5617036710362,-80.0,214.0,-80.0,206.0,-80.0,-0.43829632896379067,-0.019974882197146607,15.344054668550775,55.238596806782795,1,7435.106194336252,-1.459995857544527e-07,-4.702886537582296,corner
656.1013227135219,209.41643487800258,-82.0,214.0,-82.0,206.0,-82.0,-0.5835651219974141,-0.02040857631319436,15.344054668550775,55.238596806782795,1,7435.106194336252,3.552713678800501e-15,-4.8049954861938176,corner
658.1065401822523,209.27186261441526,-84.0,214.0,-84.0,206.0,-84.0,-0.7281373855847413,-0.020842270429242117,15.344054668550775,55.238596806782795,1,7435.106194336252,-8.429501363593772e-08,-4.90710443480534,corner
660.1116950922232,209.12816099718572,-86.0,214.0,-86.0,206.0,-86.0,-0.8718390028142835,-0.02127596454528987,15.344054646519842,55.23859672747143,1,7435.106183660956,-8.429213238514421e-08,-5.009213369032444,corner
662.1167754290173,208.98550414322546,-88.0,214.0,-88.0,206.0,-88.0,-1.0144958567745563,-0.021709658661337623,15.344054646519842,55.23859672747143,1,7435.106183660956,0.0,-5.11132231735075,corner
666.097828941638,208.6821270299211,-91.97103839544494,213.97679107858002,-92.08871696812247,205.9787663059349,-91.91095382189928,-1.2959716421662053,-0.02214335277738538,15.344054646519842,55.23859672747143,1,7435.106183660956,0.0,-5.213431265669056,corner
668.0723113213527,208.47809548847667,-93.93495105501732,213.9071757750442,-94.17640251352192,205.915075709083,-93.82096400173283,-1.4344467579331575,-0.022577046893433133,15.344054646519842,55.23859672747143,1,7435.106183660956,3.552713678800501e-15,-5.3155402139873615,corner
670.043621937663,208.2323835558884,-95.89088873323833,213.79118846590552,-96.26202572279894,205.80895966029652,-95.7290873634118,-1.571180726977964,-0.02301074100948089,15.344054646519842,55.23859672747143,1,7435.106183660956,3.552713678800501e-15,-5.417649162305668,corner
672.0117905720047,207.94541436467043,-97.83802440425995,213.62888642649037,-98.34455670094978,205.66047056040608,-97.63438166257107,-1.7059994431368128,-0.023444435125528643,15.344054646519842,55.23859672747143,1,7435.106183660956,-8.4360291197072e-08,-5.519758110623974,corner
673.9768513307579,207.61762547370043,-99.77555348340755,213.42034980265586,-100.42296707993557,205.46968173434473,-99.53590605185596,-1.838728800245887,-0.0238781292415764,15.34405462492943,55.23859664974595,1,7435.1061731991185,-8.422780339856217e-08,-5.621867043121376,corner
675.9388426967731,207.24946782733394,-101.70269400595981,213.16568157121284,-102.49623052649753,205.23668739493942,-101.432721545519,-1.9691946921413699,-0.024311823357624152,15.34405462492943,55.23859664974595,1,7435.1061731991185,-3.552713678800501e-15,-5.723975991152329,corner
677.8978075814098,206.84140471531845,-103.61868676328211,212.86500748907574,-104.56332324896722,204.96160259638842,-103.32389148309768,-2.0972230126594473,-0.02474551747367191,15.34405462492943,55.23859664974595,1,7435.1061731991185,0.0,-5.826084939183284,corner
679.8537933770564,206.39391073509276,-105.52279539648369,212.51847603116244,-106.62322450282205,204.64456317744646,-105.20848199194357,-2.2226396556363026,-0.025179211589719662,15.34405462492943,55.23859664974595,1,7435.1061731991185,0.0,-5.9281938872142375,corner
681.8068520100936,205.9074707580538,-107.41430644782533,212.12625831707672,-108.67491709473575,204.28572569434678,-107.08556244837527,-2.34527051490812,-0.02561290570576742,15.34405462492943,55.23859664974595,1,7435.1061731991185,-3.552713678800501e-15,-6.030302835245192,corner
683.757039994258,205.3825789013584,-109.29252937015745,211.68854802660806,-110.71738788487549,203.88526734349247,-108.95420593722652,-2.464941484311087,-0.02604659982181517,15.34405462492943,55.23859664974595,1,7435.1061731991185,-8.435446119392509e-08,-6.132411783276146,corner
685.7044184843577,204.81973750681877,-111.15679649472436,211.20556130409128,-112.74962828719721,203.44338587395586,-110.8134897095634,-2.581478457681383,-0.026480293937862928,15.344054603533296,55.238596572719864,1,7435.106162831421,-1.6858738405289841e-07,-6.234520713919956,corner
687.6490533302891,204.21945612843373,-113.00646295772287,210.67753665167302,-114.7706347674923,202.9602994898285,-112.66249563834403,-2.694707328855193,-0.02691398805391068,15.344054582167306,55.238596495802305,1,7435.106152478329,-8.42357259500659e-08,-6.336629644019131,corner
689.5910151312949,203.5822505300842,-114.840906586058,210.10473481153758,-116.77940933893969,202.43624674247053,-114.50031067179587,-2.804453991668704,-0.027347682169958438,15.344054582167306,55.238596495802305,1,7435.106152478329,-3.552713678800501e-15,-6.438738591480953,corner
691.5303792904003,202.90864169490288,-116.65952774279049,209.4874386371509,-118.77496005491855,201.8714864127125,-116.32602728428719,-2.9105443399581032,-0.02778137628600619,15.344054582167306,55.238596495802305,1,7435.106152478329,0.0,-6.540847538942775,corner
693.46722606896,202.1991548478093,-118.4617491328234,208.82595295358536,-120.75630149883831,201.26629738306744,-118.1387439244691,-3.012804267559569,-0.028215070402053948,15.344054582167306,55.238596495802305,1,7435.106152478329,3.552713678800501e-15,-6.642956486404597,corner
695.4016406412396,201.45431849268013,-120.24701556942665,208.12060440699526,-122.72245527074413,200.62097850001692,-119.93756546046804,-3.1110596683092897,-0.0286487645181017,15.344054582167306,55.238596495802305,1,7435.106152478329,7.105427357601002e-15,-6.7450654338664195,corner
697.3337131489532,200.67466346560286,-122.01479370224888,207.37174130331658,-124.67245047045743,199.93584842643855,-121.72160362190787,-3.2051364360434444,-0.029082458634149454,15.344054582167306,55.238596495802305,1,7435.106152478329,7.105427357601002e-15,-6.847174381328241,corner
699.263538755671,199.860722005636,-123.7645717075164,206.5797334362712,-126.60532417701316,199.2112454842481,-123.48997743854395,-3.2948604645982265,-0.02951615275019721,15.344054582167306,55.238596495802305,1,7435.106152478329,-8.434060561057777e-08,-6.949283328790064,corner
701.1912177010068,199.01302684447333,-125.49585894116788,205.74497190476018,-128.52012192415657,198.4475274873338,-125.24181367529219,-3.380057647809812,-0.029949846866244963,15.344054560987614,55.23859641955541,1,7435.106142215509,-1.6858739826375313e-07,-7.051392256785541,corner
703.116855354488,198.13211031638266,-127.20818555572205,204.86786891973648,-130.41589817166542,197.64507156486528,-126.97624726343858,-3.460553879514393,-0.03038354098229272,15.344054539830347,55.238596343389254,1,7435.106131963556,-1.685874018164668e-07,-7.153501184238159,corner
705.0405622690067,197.21850348975977,-128.9011020817229,203.94885760065233,-132.29171677226398,196.80427397506492,-128.69242172781597,-3.5361750535481438,-0.030817235098340473,15.344054518694294,55.238596267299464,1,7435.106121721884,-8.425392294952871e-08,-7.255610111147663,corner
706.9624542337448,196.27273532160842,-130.57417897465345,202.98839176158205,-134.14665143389905,195.92554990953252,-130.3894896097374,-3.6067470637472585,-0.031250929214388226,15.344054518694294,55.238596267299464,1,7435.106121721884,0.0,-7.357719057764707,corner
708.8826523264632,195.29533183622422,-132.22700612825432,201.98694568712529,-135.97978617714932,195.009333288221,-132.066612885477,-3.6720958039479132,-0.03168462333043598,15.344054518694294,55.238596267299464,1,7435.106121721884,3.552713678800501e-15,-7.459828004381751,corner
710.8012829650249,194.28681532932765,-133.85919235522826,200.94501389820218,-137.7902157875423,194.05607654516368,-133.72296338009193,-3.7320471679863,-0.03211831744648374,15.344054518694294,55.238596267299464,1,7435.106121721884,-8.432524722934431e-08,-7.5619369509987955,corner
712.718477958077,193.24770359885557,-135.4703648363541,199.86311090785563,-139.57704626255537,193.0662504050594,-135.35772317638043,-3.786427049698599,-0.03255201156253149,15.34405449762979,55.238596191467245,1,7435.10611151488,-1.6858739826375313e-07,-7.6640458765732475,corner
714.634374554602,192.17850920358427,-137.06016853907653,198.74177096718105,-141.33939525308026,192.04034365082524,-136.97008501877556,-3.835061342920996,-0.032985705678579245,15.34405447657955,55.238596115686384,1,7435.106101314789,-1.6858739115832577e-07,-7.766154801601436,corner
716.5491154927512,191.07973875071974,-138.6282656066787,197.58154780150977,-143.0763924991333,190.97886288223236,-138.55925271197304,-3.8777759414896753,-0.033419399794627005,15.34405445554201,55.23859603995123,1,7435.106091120849,-8.427152309309349e-08,-7.868263726082322,corner
718.4628490460635,189.95189221355042,-140.17433471918338,196.38301433697535,-144.78718025959554,189.8823322657434,-140.12444151409804,-3.914396739240825,-0.03385309391067476,15.34405445554201,55.23859603995123,1,7435.106091120849,0.0,-7.970372671858855,corner
720.3757290724644,188.7954622802191,-141.6980704271688,195.1467624175991,-146.47091373577126,188.75129327567575,-141.66487852421625,-3.9447496300106213,-0.03428678802672251,15.34405445554201,55.23859603995123,1,7435.106091120849,7.105427357601002e-15,-8.07248161763539,corner
722.2879150492555,187.6109337346262,-143.19918245971928,193.8734025130331,-148.1267614885553,187.58630442681755,-143.17980306399738,-3.968660507635251,-0.034720482142770265,15.34405445554201,55.23859603995123,1,7435.106091120849,-3.552713678800501e-15,-8.174590563411924,corner
724.1995721407374,186.39878287043624,-144.67739500776958,192.56356341710648,-149.75390584900344,186.38794099862935,-144.6684670533436,-3.985955265950901,-0.035154176258818025,15.34405445554201,55.23859603995123,1,7435.106091120849,-3.552713678800501e-15,-8.27669950918846,corner
726.1108711825523,185.15947693911346,-146.13244598413328,191.21789193732235,-151.35154332210297,185.15679475116724,-146.13013537979631,-3.9964597987937562,-0.03558787037486578,15.34405445554201,55.23859603995123,1,7435.106091120849,-8.42976994874789e-08,-8.378808454964991,corner
728.0219887895001,183.8934736328678,-147.5640862615401,189.83705257546015,-152.91888498354385,183.8934736328678,-147.5640862615401,-4.000000000000002,-0.03602156449091353,15.344054434544278,55.2385959643594,1,7435.1060809462,-8.429365294659874e-08,-8.480917377529927,corner
729.9331043688052,182.60107602323689,-148.9719426915815,188.4217271994399,-154.45515686929497,182.59860148033866,-148.96961160382307,-3.996600392273719,-0.03602156449091353,15.344054434544278,55.2385959643594,1,7435.1060809462,0.0,-8.480917377529927,corner
731.8443932303737,181.28242844610017,-150.35548271435172,186.97261470661135,-155.95960035779314,181.27281771030403,-150.34601734861923,-3.986510767590646,-0.03602156449091353,15.344054434544278,55.2385959643594,1,7435.1060809462,-3.552713678800501e-15,-8.480917377529927,corner
733.7560241912269,179.93775141250373,-151.71421987721374,185.49043067863357,-157.43147254455513,179.91677700385623,-151.69262381735896,-3.969894923694444,-0.03602156449091353,15.344054434544278,55.2385959643594,1,7435.1060809462,7.105427357601002e-15,-8.480917377529927,corner
735.6681607586918,178.56727722712182,-153.04765809139997,183.9759070281157,-158.8700466090295,178.5311489831697,-153.0087660465589,-3.946916658328775,-0.03602156449091353,15.344054434544278,55.2385959643594,1,7435.1060809462,0.0,-8.480917377529927,corner
737.580961098669,177.171250743247,-154.3552920503787,182.4297916371939,-160.27461217350518,177.11661788083694,-154.29379411618558,-3.9177397692372997,-0.03602156449091353,15.344054434544278,55.2385959643594,1,7435.1060809462,0.0,-8.480917377529927,corner
739.4945781257983,175.74993010053095,-155.63660768296774,180.85284798822153,-161.6444756539009,175.6738822019899,-155.54707347059022,-3.882528054163681,-0.03602156449091353,15.344054434544278,55.2385959643594,1,7435.1060809462,-7.105427357601002e-15,-8.480917377529927,corner
741.4091595169708,174.3035874441504,-156.8910826405022,179.24585478675687,-162.97896060226208,174.2036543793733,-156.7679852318568,-3.84144531085158,-0.03602156449091353,15.344054434544278,55.2385959643594,1,7435.1060809462,0.0,-8.480917377529927,corner
743.3248477592987,172.83250962409574,-158.11818681731594,177.60960557703248,-164.27740804079494,172.70666042154033,-157.95592650540814,-3.7946553370446576,-0.03602156449091353,15.344054434544278,55.2385959643594,1,7435.1060809462,3.552713678800501e-15,-8.480917377529927,corner
745.241780187465,171.3369988733105,-159.31738290375318,175.94490835009802,-165.53917678727467,171.18363955434498,-159.11031067771935,-3.7423219304865767,-0.03602156449091353,15.344054434544278,55.2385959643594,1,7435.1060809462,0.0,-8.480917377529927,corner
747.160089026336,169.81737346343607,-160.48812697088118,174.25258514482857,-166.76364377166527,169.63534385590697,-160.23056770599163,-3.6846088889209985,-0.03602156449091353,15.344054434544278,55.2385959643594,1,7435.1060809462,3.552713678800501e-15,-8.480917377529927,corner
749.0799014333983,168.27396833694814,-161.62986908603378,172.5334716419962,-167.95020434379617,168.06253788523054,-161.31614439964332,-3.6216800100915845,-0.03602156449091353,15.344054434544278,55.2385959643594,1,7435.1060809462,3.552713678800501e-15,-8.480917377529927,corner
751.0013395426017,166.70713571450287,-162.74205395827164,170.78841675160513,-169.0982725719423,166.46599830466002,-162.3665046934791,-3.553699091741996,-0.03602156449091353,15.344054434544278,55.2385959643594,1,7435.1060809462,7.105427357601002e-15,-8.480917377529927,corner
752.9245205089718,165.11724567634337,-163.82412161280655,169.01828219369423,-170.20728153216115,164.84651349635857,-163.38112991240277,-3.4808299316158955,-0.03602156449091353,15.344054434544278,55.2385959643594,1,7435.1060809462,-3.552713678800501e-15,-8.480917377529927,corner
754.8495565540429,163.50468671665217,-164.87550809339606,167.2239420728136,-171.27668358824405,163.2048831729997,-164.35951902754243,-3.4032363274569444,-0.03602156449091353,15.344054434544278,55.2385959643594,1,7435.1060809462,0.0,-8.480917377529927,corner
756.7765550119607,161.86986626977074,-165.89564619167663,165.40628244638603,-172.30595066214238,161.5419179828638,-165.3011889036622,-3.3210820770088043,-0.03602156449091353,15.344054434544278,55.2385959643594,1,7435.1060809462,3.552713678800501e-15,-8.480917377529927,corner
758.7056183761667,160.2132112072438,-166.88396620236637,163.5662008871654,-173.29457449473614,159.8584391095343,-166.2056745377373,-3.234530978015136,-0.03602156449091353,15.344054434544278,55.2385959643594,1,7435.1060809462,-7.105427357601002e-15,-8.480917377529927,corner
760.6368443465662,158.53516830468539,-167.839896703233,161.70460604000948,-174.24206689681589,158.15527786639166,-167.07252928857625,-3.1437468282196024,-0.03602156449091353,15.344054434544278,55.2385959643594,1,7435.1060809462,-3.552713678800501e-15,-8.480917377529927,corner
762.5703258770865,156.8362046775014,-168.76286535868667,159.8224171731848,-175.14795999015382,156.43327528610521,-167.90132509737475,-3.048893425365865,-0.03602156449091353,15.344054434544278,55.2385959643594,1,7435.1060809462,3.552713678800501e-15,-8.480917377529927,corner
