s_m,x_path_m,y_path_m,x_left_m,y_left_m,x_right_m,y_right_m,offset_m,curvature_1pm,speed_mps,speed_kph,gear,rpm,ax_mps2,ay_mps2,limit
247.0289439129609,72.0,202.26747651888297,72.0,204.0,72.0,196.0,2.2674765188829813,-0.007388951196942393,27.45751401626523,98.84705045855483,1,13304.797001397135,-9.454689944145557,-5.570641702858802,corner
249.041876789344,74.0,202.49532479818942,74.0,204.0,74.0,196.0,2.495324798189409,-0.0071588870966865495,26.740901176652898,96.26724423595043,1,12957.555501165585,-9.815772461510832,-5.119146887272491,corner
251.05355150687498,76.0,202.7117555362974,76.0,204.0,76.0,196.0,2.7117555362973933,-0.006928822996430706,25.97896568552521,93.52427646789076,1,12588.352483310126,-10.13064989648457,-4.676308773016084,corner
253.06391185499282,78.0,202.91558364252026,78.0,204.0,78.0,196.0,2.9155836425202653,-0.006698758896174862,25.17111257436158,90.6160052677017,1,12196.899650230911,-10.404538200666494,-4.244232540495775,corner
255.0729238149088,80.0,203.10562402617134,80.0,204.0,80.0,196.0,3.105624026171352,-0.006468694795919019,24.31600130002017,87.5376046800726,1,11782.54742912382,-10.641885236238792,-3.8247317120689868,corner
257.0805777200469,82.0,203.28069159656397,82.0,204.0,82.0,196.0,3.2806915965639796,-0.006238630695663175,23.411444033793867,84.28119852165793,1,11344.235686984659,-10.846576747527813,-3.4193667314690748,corner
259.086890403884,84.0,203.43960126301147,84.0,204.0,84.0,196.0,3.4396012630114807,-0.006008566595407331,22.454238655946146,80.83525916140613,1,10880.412806538694,-11.02207006258967,-3.029476217722,corner
261.0919074288996,86.0,203.5811679348272,86.0,204.0,86.0,196.0,3.5811679348271817,-0.005778502495151487,21.439911767950814,77.18368236462294,1,10388.911160401234,-11.171483331851071,-2.6562031822701417,corner
263.0957050751563,88.0,203.7042065213244,88.0,204.0,88.0,196.0,3.704206521324412,-0.005548438394895643,20.362326867512156,73.30437672304376,1,9866.757248593554,-11.297656449253445,-2.300517693289835,corner
265.0983930937188,90.0,203.8075319318165,90.0,204.0,90.0,196.0,3.8075319318164986,-0.005318374294639799,19.213075629261738,69.16707226534226,1,9309.876737871851,-11.403193560496902,-1.9632367871467258,corner
267.1001151392309,92.0,203.8899590756168,92.0,204.0,92.0,196.0,3.8899590756167743,-0.0050883101943839555,17.98050095292465,64.72980343052875,1,8712.621070515614,-11.490493037737536,-1.6450426184207416,corner
269.10105563565685,94.0,203.95030286203857,94.0,204.0,94.0,196.0,3.950302862038564,-0.004858246094128112,16.648040908881477,59.93294727197332,1,8066.965007553563,-11.561769452781494,-1.3464982055079693,corner
271.1014311825425,96.0,203.9873782003952,96.0,204.0,96.0,196.0,3.987378200395195,-0.004628181993872268,15.191244169064548,54.68847900863238,1,7361.060427696855,-11.619069016973917,-1.0680636058779198,corner
273.1015064188664,98.0,204.0,98.0,204.0,98.0,196.0,4.0,-0.004398117893616425,13.571818931890085,48.85854815480431,1,6576.352677869897,-11.664282252058236,-0.8101081109183159,corner
275.1015092469059,100.0,204.0,100.0,204.0,100.0,196.0,4.0,0.005312146116496836,11.724240956089776,42.20726744192319,1,5681.091369882813,-11.681039074485858,0.7301960565491551,corner
277.10155617378183,102.0,204.0,102.0,204.0,102.0,196.0,3.9999999999999987,-0.016848331798510516,9.526006229518584,34.29362242626691,1,4615.916030952778,-11.38964734530504,-1.5288984098376766,corner
279.10342622151995,104.0,203.93585070710017,104.0,204.0,104.0,196.0,3.935850707100159,-0.05063867285755934,6.804342991920075,24.49563477091227,1,3297.1084775463505,-9.092231634875423,-2.3445241455789296,corner
281.1123837866123,106.0,203.7527336346406,106.0,204.0,106.0,196.0,3.752733634640617,-0.08442901391660816,4.226949038835012,15.217016539806043,1,2048.207964626222,-3.5488192719095046,-1.5085014806275894,corner
283.1334922108839,108.0,203.46464499198134,108.0,204.0,108.0,196.0,3.4646449919813374,-0.11821935497565698,4.226949038835012,15.217016539806043,1,2048.207964626222,0.0,-2.112236821760828,corner
285.1692787998542,110.0,203.0855809884823,110.0,204.0,110.0,196.0,3.085580988482285,-0.15200969603470582,4.226949038835012,15.217016539806043,1,2048.207964626222,0.0,-2.715972162894067,corner
287.220645517325,112.0,202.62953783350343,112.0,204.0,112.0,196.0,2.6295378335034254,-0.18580003709375464,4.226949038835012,15.217016539806043,1,2048.207964626222,0.0,-3.3197075040273054,corner
289.28677814342404,114.0,202.11051173640473,114.0,204.0,114.0,196.0,2.1105117364047232,-0.21959037815280347,4.226949038835012,15.217016539806043,1,2048.207964626222,0.0,-3.9234428451605443,corner
291.3656541993708,116.0,201.54249890654614,116.0,204.0,116.0,196.0,1.5424989065461436,-0.2533807192118523,4.226949038835012,15.217016539806043,1,2048.207964626222,4.440892098500626e-16,-4.527178186293783,corner
293.4542869121905,118.0,200.93949555328766,118.0,204.0,118.0,196.0,0.9394955532876512,-0.2871710602709011,4.226949038835012,15.217016539806043,1,2048.207964626222,-8.417050212372601e-08,-5.130913527427022,corner
295.54903360856775,120.0,200.3154978859892,120.0,204.0,120.0,196.0,0.31549788598921147,-0.32096140132994994,4.226948955288254,15.217016239037715,1,2048.2079241428537,-8.433553988496101e-08,-5.734648641866579,corner
297.64586097937666,122.0,199.6845021140108,122.0,204.0,122.0,196.0,-0.31549788598920925,-0.35475174238899876,4.226948955288254,15.217016239037715,1,2048.2079241428537,4.440892098500626e-16,-6.338383959133843,corner
299.7406076377712,124.0,199.06050444671234,124.0,204.0,124.0,196.0,-0.9394955532876499,-0.3885420834480476,4.226948955288254,15.217016239037715,1,2048.2079241428537,-4.440892098500626e-16,-6.942119276401106,corner
301.8292404952946,126.0,198.45750109345386,126.0,204.0,126.0,196.0,-1.5424989065461427,-0.4223324245070964,4.226948955288254,15.217016239037715,1,2048.2079241428537,-8.449105237673393e-08,-7.54585459366837,corner
303.9081160495657,128.0,197.88948826359527,128.0,204.0,128.0,196.0,-2.110511736404724,-0.4561227655661452,4.226948872374497,15.21701594054819,1,2048.207883966212,-8.40345886210514e-08,-8.149589591218923,corner
305.9742503451928,130.0,197.37046216649657,130.0,204.0,130.0,196.0,-2.629537833503425,-0.48991310662519405,4.226948872374497,15.21701594054819,1,2048.207883966212,-8.459612832467656e-08,-8.753324884801035,corner
308.02561178472973,132.0,196.9144190115177,132.0,204.0,132.0,196.0,-3.085580988482285,-0.5237034476842429,4.226948790558111,15.217015646009198,1,2048.2078443213118,-1.6858739471103945e-07,-9.357059816154567,corner
310.06141372406415,134.0,196.53535500801866,134.0,204.0,134.0,196.0,-3.4646449919813365,-0.5574937887432917,4.226948709362296,15.217015353704266,1,2048.2078049771153,-8.398759554495427e-08,-9.960794703689508,corner
312.082483670934,136.0,196.2472663653594,136.0,204.0,136.0,196.0,-3.7527336346406153,-0.5912841298023405,4.226948709362296,15.217015353704266,1,2048.2078049771153,4.440892098500626e-16,-10.564529950705541,corner
314.0914984008807,138.0,196.06414929289983,138.0,204.0,138.0,196.0,-3.9358507071001587,-0.6250744708613893,4.226948709362296,15.217015353704266,1,2048.2078049771153,-8.444224341985773e-08,-11.168265197721576,corner
316.093444827552,140.0,196.0,140.0,204.0,140.0,196.0,-3.9999999999999987,-0.6588648119204382,4.226948629516772,15.21701506626038,1,2048.207766287215,-8.427825237689035e-08,-11.771999999999998,corner
318.0946577439283,142.0,196.04939934761077,142.0,204.0,142.0,196.0,-3.9506006523892285,-0.6588648119204382,4.226948629516772,15.21701506626038,1,2048.207766287215,-4.440892098500626e-16,-11.771999999999998,corner
320.1001256397154,144.0,196.1913345417668,144.0,204.0,144.0,196.0,-3.8086654582332122,-0.6588648119204382,4.226948629516772,15.21701506626038,1,2048.207766287215,-8.881784197001252e-16,-11.771999999999998,corner
322.1130316277254,146.0,196.41641130945362,146.0,204.0,146.0,196.0,-3.58358869054639,-0.6588648119204382,4.226948629516772,15.21701506626038,1,2048.207766287215,4.440892098500626e-16,-11.771999999999998,corner
324.1354084202474,148.0,196.7152353776568,148.0,204.0,148.0,196.0,-3.2847646223432028,-0.6588648119204382,4.226948629516772,15.21701506626038,1,2048.207766287215,-4.440892098500626e-16,-11.771999999999998,corner
327.9655538536189,151.7466941953434,197.40867996115855,152.3960019995239,203.88009996667262,151.59733466634924,195.9200666444484,-2.503912477296828,-0.6588648119204382,4.226948629516772,15.21701506626038,1,2048.207766287215,4.440892098500626e-16,-11.771999999999998,corner
329.79705581638535,153.56801057507025,197.6015487645533,154.7680639390815,203.52159786818982,153.17870929272098,195.68106524545988,-2.0404560643996117,-0.6588648119204382,4.226948629516772,15.21701506626038,1,2048.207766287215,0.0,-11.771999999999998,corner
331.6843671808396,155.45505303774257,197.63470348084567,157.09248495987214,202.92807573901453,154.72832330658144,195.28538382600968,-1.5408458887755256,-0.6588648119204382,4.226948629516772,15.21701506626038,1,2048.207766287215,0.0,-11.771999999999998,corner
333.62823181652755,157.39331576733142,197.48683621132096,159.3460402154076,202.10546385606924,156.2306934769384,194.73697590404615,-1.014464486956458,-0.6588648119204382,4.226948629516772,15.21701506626038,1,2048.207766287215,4.440892098500626e-16,-11.771999999999998,corner
335.6282890777723,159.3628478580158,197.13857804435966,161.50621292650087,201.06198148536893,157.67080861766723,194.04132099024596,-0.4706943954742986,-0.6588648119204382,4.226948629516772,15.21701506626038,1,2048.207766287215,0.0,-11.771999999999998,corner
337.6832403052423,161.33863172374603,196.5736320360108,163.55141936148084,199.80805475783228,159.03427957432058,193.20536983855487,0.08108184913906546,-0.6588648119204382,4.226948629516772,15.21701506626038,1,2048.207766287215,0.0,-11.771999999999998,corner
339.79096116571196,163.29116543172952,195.77982759826534,165.46122449370458,198.3562124948277,160.30748299580304,192.2374749965518,0.6314817103517485,-0.6588648119204382,4.226948629516772,15.21701506626038,1,2048.207766287215,0.0,-11.771999999999998,corner
341.9486603813176,165.18723378532897,194.75006319580368,167.21654618158854,196.72096102433198,161.47769745439237,191.14730734955464,1.1711226516318596,-0.6588648119204382,4.226948629516772,15.21701506626038,1,2048.207766287215,0.0,-11.771999999999998,corner
344.15276530725754,166.99084800604092,193.4831069380081,168.7998458310596,194.91863923849593,162.53323055403973,189.94575949233064,1.690622136447511,-0.6588648119204382,4.226948629516772,15.21701506626038,1,2048.207766287215,0.0,-11.771999999999998,corner
346.3996740144041,168.6643293298854,191.98422804408597,170.19530363538954,192.96725534083535,163.46353575692635,188.64483689389024,2.180597628266814,-0.6588648119204382,4.226948629516772,15.21701506626038,1,2048.207766287215,2.220446049250313e-16,-11.771999999999998,corner
348.6835283578267,170.16950783596167,190.26563618687388,171.38897664147444,190.88630691421386,164.25931776098295,187.25753794280925,2.6316665905578804,-0.6588648119204382,4.226948629516772,15.21701506626038,1,2048.207766287215,0.0,-11.771999999999998,corner
351.0040028627548,171.46900444930765,188.3467103045659,172.36893806321342,188.69658610744017,164.9126253754756,185.79772407162676,3.0344464867888346,-0.6588648119204382,4.226948629516772,15.21701506626038,1,2048.207766287215,0.0,-11.771999999999998,corner
353.34500446542745,172.52756138009084,186.25400351752882,173.12539645001263,186.4199718869901,165.4169309666751,184.2799812579934,3.3795547804277644,-0.6588648119204382,4.226948629516772,15.21701506626038,1,2048.207766287215,2.220446049250313e-16,-11.771999999999998,corner
355.777879684012,173.31338433711196,184.02101619852343,173.65079351972304,184.07921142960578,165.76719567981536,182.71947428640385,3.6576089349427954,-0.6588648119204382,4.226948629516772,15.21701506626038,1,2048.207766287215,2.220446049250313e-16,-11.771999999999998,corner
358.6750880620704,173.79945873201856,181.6877349104685,173.9398796784973,181.69769284002487,165.95991978566488,181.13179522668324,3.8592264138020362,-0.6588648119204382,4.226948629516772,15.21701506626038,1,2048.207766287215,-2.220446049250313e-16,-11.771999999999998,corner
364.2269051046242,166.11990003332738,177.6039980004761,174.0799333555516,178.40266533365076,166.11990003332738,177.6039980004761,-3.9999999999999987,0.6588648119204382,4.226948629516772,15.21701506626038,1,2048.207766287215,2.220446049250313e-16,11.771999999999998,corner
367.2170476496577,166.9127173499789,175.31997611421545,174.31893475454012,176.82129070727902,166.47840213181018,175.2319360609185,-3.5568513119533516,0.6588648119204382,4.226948629516772,15.21701506626038,1,2048.207766287215,-4.440892098500626e-16,11.771999999999998,corner
369.8731121858972,168.58709350321382,173.37621181104262,174.7146161739903,175.27167669341856,167.07192426098544,172.90751504012786,-2.413994169096209,0.6588648119204382,4.226948629516772,15.21701506626038,1,2048.207766287215,-2.220446049250313e-16,11.771999999999998,corner
372.5059765724212,170.79466988598065,171.88011666416483,175.26302409595382,173.7693065230616,167.89453614393074,170.6539597845924,-0.8513119533527695,0.6588648119204382,4.226948629516772,15.21701506626038,1,2048.207766287215,0.0,11.771999999999998,corner
375.12668737679854,173.19544528718376,170.8196299196723,175.95867900975404,172.32919138233277,168.93801851463107,168.49378707349913,0.8513119533527695,0.6588648119204382,4.226948629516772,15.21701506626038,1,2048.207766287215,0.0,11.771999999999998,corner
377.52134526836096,175.4856430637458,170.07019417049898,176.79463016144513,170.96572042567942,170.19194524216772,166.44858063851916,2.41399416909621,0.6588648119204382,4.226948629516772,15.21701506626038,1,2048.207766287215,0.0,11.771999999999998,corner
379.56647626227107,177.42358619159035,169.40703278128112,177.7625250034482,169.69251700419696,171.6437875051723,164.53877550629542,3.5568513119533507,0.6588648119204382,4.226948629516772,15.21701506626038,1,2048.207766287215,0.0,11.771999999999998,corner
381.28617804009997,178.85269265044536,168.52230254560763,178.85269265044536,168.52230254560763,173.27903897566802,162.78345381841146,3.9999999999999987,0.6588648119204382,4.226948629516772,15.21701506626038,1,2048.207766287215,8.570049958578352e-08,11.771999999999998,corner
382.94942087669034,179.87256529280228,167.23782993102026,180.05424050766936,167.46676944596027,175.08136076150407,161.2001541689404,3.707734392721317,0.6535573315478468,4.22694869585346,15.217015305072458,1,2048.2077984312814,0.037562937388298856,11.677171111993824,corner
384.7952846770502,180.77588224781167,165.63428775961552,181.35516310610976,166.53646424307368,177.03274465916465,159.8046963646105,2.927857882510199,0.6482498511752555,4.261415820339652,15.341096953222747,1,2064.9091681998266,0.04200161132741753,11.771999999999998,corner
386.8766870352196,181.74715919268337,163.7851513240889,182.74246205719075,165.74068223901705,179.11369308578614,158.61102335852556,1.8057509368040332,0.642942370802664,4.261415902682753,15.341097249657912,1,2064.9092080999517,0.03114805594457315,11.675618386748486,corner
389.18019166249576,182.92923849954803,161.81292933694414,184.20227592837324,165.0873746245244,181.30341389255983,157.63106193678658,0.4867940230401686,0.6376348904300726,4.296740151693964,15.46826454609827,1,2082.02590562918,0.03350142828158331,11.772000000000004,corner
391.5828976161256,184.413652797889,159.87740506807694,185.7200187420066,164.5830690333249,183.5800281130099,156.87460354998737,-0.8836323913439244,0.6323274100574812,4.296740151693964,15.46826454609827,1,2082.02590562918,0.028330244838234542,11.674013425106015,corner
394.21519823991474,186.23350298557338,158.1622882956409,187.28052571359615,164.23280432018464,185.92078857039422,156.34920648027696,-2.160147838910898,0.6270199296848897,4.332957748968594,15.59864789628694,1,2099.5754834726754,0.030718262760190962,11.772000000000004,corner
397.0375882973467,188.3590828291286,156.86073787501718,188.86820477331676,164.04008021433512,188.30230715997513,156.0601203215027,-3.1973718522233576,0.6217124493122984,4.332957748968594,15.59864789628694,1,2099.5754834726754,0.011164718638809634,11.672354588445788,corner
402.1729428099852,192.3960019995239,163.88009996667262,192.3960019995239,163.88009996667262,191.59733466634924,155.9200666444484,3.9999999999999987,-0.616404968939707,4.370106905707712,15.732384860547764,1,2117.5764572277744,0.011357641764874415,-11.771999999999998,corner
405.0716315921118,194.73104666332102,163.33898591379113,194.7680639390815,163.52159786818982,193.17870929272098,155.68106524545988,3.8136739293764084,-0.616404968939707,4.370106905707712,15.732384860547764,1,2117.5764572277744,0.0,-11.771999999999998,corner
407.5422680410577,196.88644232141857,162.26199590286984,197.09248495987214,162.92807573901453,194.72832330658144,155.28538382600968,3.3027798647633384,-0.616404968939707,4.370106905707712,15.732384860547764,1,2117.5764572277744,4.440892098500626e-16,-11.771999999999998,corner
409.9471530075049,198.77727292957138,160.7602027198246,199.3460402154076,162.10546385606924,196.2306934769384,154.73697590404615,2.5394440270473386,-0.616404968939707,4.370106905707712,15.732384860547764,1,2117.5764572277744,-2.220446049250313e-16,-11.771999999999998,corner
412.3507988337857,200.3535745166335,158.95209102853258,201.50621292650087,161.06198148536893,197.67080861766723,154.04132099024596,1.5957926371149616,-0.616404968939707,4.370106905707712,15.732384860547764,1,2117.5764572277744,0.0,-11.771999999999998,corner
414.70127674955705,201.59998782307576,156.9556551871452,203.55141936148084,159.80805475783228,199.03427957432058,153.20536983855487,0.5439519158527562,-0.616404968939707,4.370106905707712,15.732384860547764,1,2117.5764572277744,0.0,-11.771999999999998,corner
416.9750644247532,202.53393029955467,154.88080637259137,205.46122449370458,158.3562124948277,200.30748299580304,152.2374749965518,-0.5439519158527246,-0.616404968939707,4.370106905707712,15.732384860547764,1,2117.5764572277744,-8.881784197001252e-16,-11.771999999999998,corner
419.1369492358009,203.20237024994344,152.82233474993853,207.21654618158854,156.72096102433198,201.47769745439237,151.14730734955464,-1.5957926371149314,-0.616404968939707,4.370106905707712,15.732384860547764,1,2117.5764572277744,4.440892098500626e-16,-11.771999999999998,corner
421.16029961724666,203.67732335067072,150.85365564433528,208.7998458310596,154.91863923849593,202.53323055403973,149.94575949233064,-2.539444027047313,-0.616404968939707,4.370106905707712,15.732384860547764,1,2117.5764572277744,0.0,-11.771999999999998,corner
423.029898768262,204.05022627075186,149.02154654065632,210.19530363538954,152.96725534083535,203.46353575692635,148.64483689389024,-3.3027798647633166,-0.616404968939707,4.370106905707712,15.732384860547764,1,2117.5764572277744,4.440892098500626e-16,-11.771999999999998,corner
424.75391105490854,204.42537292649405,147.34205472576457,211.38897664147444,150.88630691421386,204.25931776098295,147.25753794280925,-3.8136739293764,-0.616404968939707,4.370106905707712,15.732384860547764,1,2117.5764572277744,4.440892098500626e-16,-11.771999999999998,corner
426.38202364945204,204.9126253754756,145.79772407162676,212.36893806321342,148.69658610744017,204.9126253754756,145.79772407162676,-3.9999999999999987,-0.616404968939707,4.370106905707712,15.732384860547764,1,2117.5764572277744,8.454980937599998e-08,-11.771999999999998,corner
428.0002727457673,205.55254130986634,144.3176288110961,213.12539645001263,146.4199718869901,205.4169309666751,144.2799812579934,-3.859260867435288,-0.5681326807074343,4.370106968135566,15.732385085288039,1,2117.5764874777788,0.5170986146373093,-10.850104144800627,corner
429.68200228915134,206.29125572161604,142.8098624465529,213.65079351972304,144.07921142960578,205.76719567981536,142.71947428640385,-3.4682021559772247,-0.5198603924751616,4.758628064313955,17.131061031530237,1,2305.838043580478,0.5428612638614729,-11.771999999999998,corner
431.4664218155278,207.08353614814217,141.21147630608422,213.9398796784973,141.69769284002487,205.95991978566488,141.13179522668324,-2.8735618949799147,-0.4715881042428889,4.758628127531889,17.1310612591148,1,2305.8380742133227,0.2564412903100468,-10.678896471067082,corner
434.9059899775628,208.47953179873784,138.0,214.0,138.0,206.0,138.0,-1.5204682012621507,-0.4233158160106162,5.273426280830732,18.984334610990636,1,2555.2883675748362,0.2925825442227077,-11.772,corner
437.1024941052021,209.39122017149532,136.0,214.0,136.0,206.0,136.0,-0.6087798285046757,-0.3750435277783435,5.273426280830732,18.984334610990636,1,2555.2883675748362,0.9271713944438171,-10.429594742323394,corner
439.3115635215028,210.3331787172439,134.0,214.0,134.0,206.0,134.0,0.3331787172439058,-0.32677123954607074,6.00209982155932,21.607559357613553,1,2908.373994115541,0.9283669722207799,-11.772000000000002,corner
441.51372352822375,211.25861094268808,132.0,214.0,132.0,206.0,132.0,1.2586109426880836,-0.27849895131379804,6.00209982155932,21.607559357613553,1,2908.373994115541,1.7451105318115916,-10.032981052494995,corner
443.69047370802394,212.12072035453235,130.0,214.0,130.0,206.0,130.0,2.120720354532344,-0.23022666308152534,7.150679570572338,25.742446454060417,1,3464.929128403421,1.7187114935613685,-11.772000000000002,corner
445.8266289357774,212.87271045948117,128.0,214.0,128.0,206.0,128.0,2.8727104594811776,-0.18195437484925264,7.150679570572338,25.742446454060417,1,3464.929128403421,3.647741574709033,-9.303730819253166,corner
447.9142054469205,213.46778476423907,126.0,214.0,126.0,206.0,126.0,3.4677847642390724,-0.13368208661697994,9.013635849635984,32.449089058689545,1,4367.642138063988,5.861101604989884,-10.861085511319082,corner
449.9540513520914,213.8591467755105,124.0,214.0,124.0,206.0,124.0,3.8591467755105175,-0.08540979838470719,9.988481905014737,35.958534858053056,1,4840.012974941057,5.144004448280656,-8.521316006081424,corner
451.9628520736541,214.0,122.0,214.0,122.0,206.0,122.0,3.9999999999999987,-0.03713751015243452,11.082589022642622,39.89732048151344,1,5370.172882687971,7.778469806702224,-4.561369356091593,corner
453.96309875684597,214.0,120.0,214.0,120.0,206.0,120.0,3.9999999999999987,0.009957344604263204,12.730617399365311,45.830222637715124,1,6168.7405531569175,9.810000000000004,1.6137730925945262,wheelie
455.96311646967644,214.0,118.0,214.0,118.0,206.0,118.0,3.9999999999999987,-0.002668185229394627,14.188339116850733,51.07802082066264,1,6875.093339653995,9.809999999999999,-0.5371296120132816,wheelie
457.9631177414096,214.0,116.0,214.0,116.0,206.0,116.0,3.9999999999999987,0.000714940439673218,15.509641899352829,55.83471083767019,1,7515.34304646131,9.809999999999999,0.17197820199344355,wheelie
459.96311783271597,214.0,114.0,214.0,114.0,206.0,114.0,3.9999999999999987,-0.0001915677588906654,16.72689432134944,60.21681955685799,1,8105.17417117749,9.809999999999995,-0.053598550473428166,wheelie
461.9631178392715,214.0,112.0,214.0,112.0,206.0,112.0,3.9999999999999987,5.133042716483779e-05,17.86138275067783,64.3009779024402,1,8654.901223805293,9.809999999999988,0.01637589452798801,wheelie
463.96311783974215,214.0,110.0,214.0,110.0,206.0,110.0,3.9999999999999987,-1.3753946522780293e-05,18.927994975048094,68.14078191017315,1,9171.738222087386,9.809999999999988,-0.004927612581157788,wheelie
465.9631178397759,214.0,108.0,214.0,108.0,206.0,108.0,3.9999999999999987,3.6853588638390296e-06,19.937627586453416,71.7754593112323,1,9660.96521229418,9.809999999999995,0.0014649632936685143,wheelie
467.96311783977836,214.0,106.0,214.0,106.0,206.0,106.0,3.9999999999999987,-9.87488931374525e-07,20.898540469998288,75.23474569199384,1,10126.58459954163,9.81000000000001,-0.0004312847971429156,wheelie
469.96311783977853,214.0,104.0,214.0,104.0,206.0,104.0,3.9999999999999987,2.645968616359609e-07,21.81717199309204,78.54181917513134,1,10571.716155392116,9.810000000000002,0.00012594519392643077,wheelie
471.96311783977853,214.0,102.0,214.0,102.0,206.0,102.0,3.9999999999999987,-7.089851516887369e-08,22.69865621080155,81.71516235888558,1,10998.847634578939,9.810000000000016,-3.6528970630682586e-05,wheelie
473.96311783977853,214.0,100.0,214.0,100.0,206.0,100.0,3.999999999999999,1.8997199705659216e-08,23.547165302349235,84.76979508845724,1,11410.000705836384,9.810000000000016,1.0533358205361623e-05,wheelie
475.96311783977853,214.0,98.0,214.0,98.0,206.0,98.0,3.999999999999999,-5.090284319896859e-09,24.36614441753475,87.7181199031251,1,11806.844748945037,9.810000000000002,-3.022147581600528e-06,wheelie
477.96311783977853,214.0,96.0,214.0,96.0,206.0,96.0,3.999999999999999,1.3639375739282115e-09,25.158477572702203,90.57051926172794,1,12190.77724118504,9.809999999999988,8.633029149913581e-07,wheelie
479.96311783977853,214.0,94.0,214.0,94.0,206.0,94.0,3.999999999999999,-3.6546597581598714e-10,25.926607833963928,93.33578820227014,1,12562.981993249023,9.810000000000002,-2.4566220654317073e-07,wheelie
481.96311783977853,214.0,92.0,214.0,92.0,206.0,92.0,3.999999999999999,9.792632933573732e-11,26.672626300688123,96.02145468247724,1,12924.472267029058,9.810000000000002,6.966762994351644e-08,wheelie
483.96311783977853,214.0,90.0,214.0,90.0,206.0,90.0,3.999999999999999,-2.623934152696207e-11,27.398339252154678,98.63402130775684,1,13276.1233121611,9.810000000000002,-1.969706010139362e-08,wheelie
485.96311783977853,214.0,88.0,214.0,88.0,206.0,88.0,3.999999999999999,7.0310367721109865e-12,28.105319670413994,101.17915081349038,1,13618.69733191143,9.810000000000016,5.5538791818613685e-09,wheelie
487.96311783977853,214.0,86.0,214.0,86.0,206.0,86.0,3.9999999999999996,-1.884139427667092e-12,28.79494736540006,103.66181051544021,1,13952.862926178115,9.810000000000002,-1.5622323105841591e-09,wheelie
489.96311783977853,214.0,84.0,214.0,84.0,206.0,84.0,3.9999999999999996,5.048548047426089e-13,29.468440640389506,106.08638630540223,1,14279.210435287376,9.809999999999988,4.384103558934938e-10,wheelie
491.96311783977853,214.0,82.0,214.0,82.0,206.0,82.0,3.9999999999999996,-1.3527979130334375e-13,30.12688158067741,108.45677369043868,1,14598.264193859623,9.810000000000002,-1.2278386085890278e-10,wheelie
493.96311783977853,214.0,80.0,214.0,80.0,206.0,80.0,3.9999999999999996,3.6264360470766003e-14,30.771236468107027,110.7764512851853,1,14910.492422862097,9.810000000000016,3.433759850889015e-11,wheelie
495.96311783977853,214.0,78.0,214.0,78.0,206.0,78.0,3.9999999999999996,-9.777650579720285e-15,31.402372422735194,113.0485407218467,1,15216.315293484564,9.810000000000002,-9.641829174662856e-12,wheelie
497.96311783977853,214.0,76.0,214.0,76.0,206.0,76.0,3.9999999999999996,2.8462418481151343e-15,32.02107109039546,115.27585592542366,1,15516.11155957691,9.81000000000003,2.9183912150084506e-12,wheelie
499.96311783977853,214.0,74.0,214.0,74.0,206.0,74.0,4.0,-9.411829979651592e-16,32.628039992867485,117.46094397432294,1,15810.22405748067,9.810000000000002,-1.0019730607629587e-12,wheelie
501.96311783977853,214.0,72.0,214.0,72.0,206.0,72.0,4.0,2.52356328970408e-16,33.22392201074641,119.60611923868709,2,12465.32272632026,9.809999999999974,2.78558232680451e-13,wheelie
503.96311783977853,214.0,70.0,214.0,70.0,206.0,70.0,4.0,-6.824231791647278e-17,33.80930336129628,121.71349210066661,2,12684.952649910047,9.809999999999974,-7.800567767373535e-14,wheelie
505.96311783977853,214.0,68.0,214.0,68.0,206.0,68.0,4.0,2.0612942695483212e-17,34.38472035332205,123.7849932719594,2,12900.844034000394,9.809999999999974,2.4370867537062398e-14,wheelie
507.96311783977853,214.0,66.0,214.0,66.0,206.0,66.0,4.0,-1.4209452865460057e-17,34.950665140683085,125.8223945064591,2,13113.181530381831,9.810000000000002,-1.7357542849912503e-14,wheelie
509.96311783977853,214.0,64.0,214.0,64.0,206.0,64.0,4.0,3.622486876635703e-17,35.50759065011536,127.8273263404153,2,13322.135073173918,9.810000000000002,4.567191584160871e-14,wheelie
511.96311783977853,214.0,62.0,214.0,62.0,206.0,62.0,4.0,-1.3069002219996805e-16,36.05591482373121,129.80129336543234,2,13527.861470573767,9.810000000000002,-1.6990081805720845e-13,wheelie
513.9631178397785,214.0,60.0,214.0,60.0,206.0,60.0,4.0,4.865352200335151e-16,36.596024289206056,131.7456874411418,2,13730.505781877735,9.810000000000002,6.516015345709483e-13,wheelie
515.9631178397785,214.0,58.0,214.0,58.0,206.0,58.0,4.000000000000001,-4.831832283839049e-16,37.12827754927718,133.66179917739785,2,13930.202514153249,9.810000000000002,-6.660724259690132e-13,wheelie
517.9631178397785,214.0,56.0,214.0,56.0,206.0,56.0,4.000000000000001,1.139300639519165e-16,37.653007765332106,135.5508279551956,2,14127.076666616666,9.810000000000002,1.6152423352868313e-13,wheelie
519.9631178397785,214.0,54.0,214.0,54.0,206.0,54.0,4.000000000000001,2.746297257623891e-17,38.17052519649369,137.4138907073773,2,14321.244645756482,9.809999999999974,4.00132487799566e-14,wheelie
521.9631178397785,214.0,52.0,214.0,52.0,206.0,52.0,4.000000000000001,-2.2378195425687213e-16,38.681119344922784,139.25202964172203,2,14512.81507023197,9.810000000000002,-3.3482904824302234e-13,wheelie
