s_m,x_path_m,y_path_m,offset_m,curvature_1pm,speed_mps,ax_mps2,ay_mps2
219.0,41.80969463765865,199.06750549718865,-0.2535196654740248,-0.019192586580505072,14.652194076231503,0.0,-4.12039482870949
220.0,42.78132592105592,199.2986073692112,-0.1755909792934176,-0.01923540131968198,14.652194076231503,0.0,-4.129586587681482
221.0,43.75881653455946,199.51133334919766,-0.09676397655322488,-0.019277384991613584,14.652194076231503,0.0,-4.138599927493267
222.0,44.74184477451491,199.7054734884675,-0.01710870296507605,-0.01931856321320728,14.652194076231503,0.0,-4.147440347756498
223.0,45.73008011351527,199.8808227698667,0.06330479575939374,-0.019358962661189538,14.652194076231503,-8.429369557916289e-08,-4.156113575611982
224.0,46.72318325652392,200.03718146039634,0.14440647390855443,-0.01939861101199568,14.652194064725554,-1.6858739115832577e-07,-4.164625546284087
225.0,47.72080620981279,200.17435546381017,0.22612628577076865,-0.019437536883523093,14.652194053219606,-8.429369557916289e-08,-4.1729824101718505
226.0,48.7225923787704,200.2921560420154,0.3083935546925184,-0.0194798913779664,14.652194053219606,0.0,-4.182075360650234
227.0,49.72817661202211,200.39039784013988,0.39113464783249896,-0.019208010403076542,14.652194053219606,0.0,-4.123706106733217
228.0,51.0,200.47427506729258,0.474275067292591,0.0007125398426012021,14.652194053219606,0.0,0.15297289196358801
229.0,52.0,200.5577403150665,0.557740315066489,0.0002477285513041658,14.652194053219606,0.0,0.05318404761284066
230.0,53.0,200.64145589314788,0.6414558931478875,0.0001739955785116856,14.652194053219606,0.0,0.03735455232460172
231.0,54.0,200.72534730353047,0.7253473035304812,0.00010027229660874972,14.652194053219606,0.0,0.021527137542336844
232.0,55.0,200.80934004820796,0.8093400482079645,2.6554614566708735e-05,14.652194053219606,0.0,0.00570092497623515
233.0,56.0,200.89335962917403,0.8933596291740318,-4.716158264582783e-05,14.652194053219606,0.0,-0.010124968816585691
234.0,57.0,200.97733154842237,0.9773315484223778,-0.00012088041641566865,14.652194053219606,0.0,-0.025951428643432344
235.0,58.0,201.0611813079467,1.0611813079466972,-0.00019460599684193835,14.652194053219606,-8.429368847373553e-08,-0.04177933688829481
236.0,59.0,201.1448344097407,1.1448344097406844,-0.00026834240508548477,14.652194041713658,-8.429368847373553e-08,-0.05760956963201905
237.0,60.0,201.22821635579803,1.228216355798034,-0.00034209367569913897,14.652194041713658,-8.429369557916289e-08,-0.07344299319589326
238.0,61.0,201.31125264811243,1.3112526481124405,-0.0004158637789273164,14.65219403020771,-8.429369557916289e-08,-0.08928045973311242
239.0,62.0,201.3938687886776,1.3938687886775982,-0.0004896566029636706,14.65219403020771,0.0,-0.10512280424304835
240.0,63.0,201.4759902794872,1.475990279487202,-0.0005634759361558315,14.65219403020771,0.0,-0.12097083991854732
241.0,64.0,201.55754262253495,1.5575426225349465,-0.0006373254491466554,14.65219403020771,-8.429368847373553e-08,-0.13682535479814106
242.0,65.0,201.63845131981452,1.638451319814526,-0.0007112086769419153,14.652194018701762,-8.429368847373553e-08,-0.15268710756106962
243.0,66.0,201.71864187331963,1.718641873319635,-0.0007851290008949309,14.652194018701762,0.0,-0.16855682459390187
244.0,67.0,201.79803978504395,1.7980397850439684,-0.000859089630599318,14.652194018701762,0.0,-0.18443519473909692
245.0,68.0,201.87657055698122,1.8765705569812203,-0.0009330935856818059,14.652194018701762,0.0,-0.20032286627062298
246.0,69.0,201.95415969112508,1.9541596911250856,-0.001007143677487915,14.652194018701762,-8.429369557916289e-08,-0.2162204427472242
247.0,70.0,202.03073268946926,2.030732689469259,-0.00108124249065427,14.652194007195813,-8.429369557916289e-08,-0.232128478691672
248.0,71.0,202.10621505400744,2.1062150540074343,-0.0011553923645623498,14.652194007195813,0.0,-0.24804747704239952
249.0,72.0,202.1805322867333,2.180532286733307,-0.0012295953746696545,14.652194007195813,0.0,-0.26397788303313025
250.0,73.0,202.25360988964056,2.2536098896405705,-0.0013038533137155136,14.652194007195813,0.0,-0.27992008154131476
251.0,74.0,202.3253733647229,2.32537336472292,-0.001378167672800115,14.652194007195813,0.0,-0.2958743926864647
252.0,75.0,202.39574821397406,2.3957482139740502,-0.0014525396223368263,14.652194007195813,-8.429368847373553e-08,-0.31184106774086817
253.0,76.0,202.46465993938764,2.4646599393876563,-0.0015269699928794228,14.652193995689865,-8.429368847373553e-08,-0.3278202844985927
254.0,77.0,202.53203404295743,2.532034042957431,-0.0016014592558275407,14.652193995689865,0.0,-0.3438121451675081
255.0,78.0,202.59779602667706,2.5977960266770705,-0.0016760075040154739,14.652193995689865,0.0,-0.3598166691881512
256.0,79.0,202.66187139254026,2.6618713925402684,-0.0017506144321913217,14.652193995689865,0.0,-0.3758337910269716
257.0,80.0,202.72418564254073,2.7241856425407196,-0.0018252793173955404,14.652193995689865,-8.429369557916289e-08,-0.39186335547410645
258.0,81.0,202.78466427867212,2.784664278672119,-0.0019000009992500785,14.652193984183917,-8.429369557916289e-08,-0.40790511277108554
259.0,82.0,202.84323280292816,2.8432328029281604,-0.0019747778601715265,14.652193984183917,0.0,-0.4239587169001728
260.0,83.0,202.89981671730254,2.8998167173025386,-0.0020496078055240964,14.652193984183917,0.0,-0.4400237175552996
261.0,84.0,202.95434152378894,2.954341523788948,-0.00212448824373072,14.652193984183917,0.0,-0.45609955835910804
262.0,85.0,203.0067327243811,3.0067327243810844,-0.002199416066363158,14.652193984183917,-8.429369557916289e-08,-0.47218557197312183
263.0,86.0,203.05691582107264,3.05691582107264,-0.002274387628234729,14.652193972677969,-8.429369557916289e-08,-0.48828097505705254
264.0,87.0,203.1048163158573,3.104816315857312,-0.002349398727522094,14.652193972677969,-1.4600095710193273e-07,-0.5043848670433819
265.0,88.0,203.1503597107288,3.150359710728793,-0.00242444458594546,14.652193952749082,-1.4600095710193273e-07,-0.5204962199410955
266.0,89.0,203.19347150768078,3.1934715076807785,-0.0024995198290396125,14.652193952749082,0.0,-0.5366138827114436
267.0,90.0,203.23407720870696,3.234077208706963,-0.0025746184665513,14.652193952749082,0.0,-0.5527365679541407
268.0,91.0,203.27210231580105,3.27210231580104,-0.0026497338730017703,14.652193952749082,0.0,-0.5688628532664372
269.0,92.0,203.3074723309567,3.3074723309567045,-0.002724858768456522,14.652193952749082,0.0,-0.5849911757425805
270.0,93.0,203.34011275616766,3.3401127561676525,-0.002799985199547766,14.652193952749082,0.0,-0.6011198278995894
271.0,94.0,203.36994909342758,3.369949093427577,-0.0028751045207985443,14.652193952749082,0.0,-0.617246953667788
272.0,95.0,203.39690684473018,3.3969068447301716,-0.0029502073763009763,14.652193952749082,0.0,-0.6333705444573684
273.0,96.0,203.42091151206913,3.420911512069134,-0.003025283681804661,14.652193952749082,0.0,-0.6494884353130062
274.0,97.0,203.44188859743815,3.4418885974381572,-0.0031003226072748896,14.652193952749082,0.0,-0.6655983011693397
275.0,98.0,203.45976360283095,3.459763602830934,-0.0031753125599839065,14.652193952749082,-8.429368847373553e-08,-0.6816976532208875
276.0,99.0,203.47446203024117,3.4744620302411615,-0.0032502411682020895,14.652193941243134,-8.429368847373553e-08,-0.69778383432486
277.0,100.0,203.48590938166254,3.485909381662533,-0.003325095265559521,14.652193941243134,0.0,-0.7138540200021548
278.0,101.0,203.49403115908873,3.4940311590887436,-0.0033998608761519433,14.652193941243134,0.0,-0.7299052087401519
279.0,102.0,203.49875286451348,3.498752864513486,-0.0034745232004686245,14.652193941243134,0.0,-0.7459342232794387
280.0,103.0,203.49999999993045,3.4999999999304583,-0.00354906660222304,14.652193941243134,-8.429369557916289e-08,-0.7619377067158963
281.0,104.0,203.49769806733335,3.4976980673333515,-0.003623474596170554,14.652193929737185,-8.429369557916289e-08,-0.7779121186635717
282.0,105.0,203.4917825865171,3.4917825865171164,-0.003569351248640537,14.652193929737185,-8.429368847373553e-08,-0.7662925510831237
283.0,106.0,203.48229842041465,3.4822984204146556,-0.0034558617654887104,14.652193918231237,-8.429368847373553e-08,-0.7419278574268873
284.0,107.0,203.46935773863356,3.4693577386335734,-0.0033422878659970586,14.652193918231237,-8.429369557916289e-08,-0.7175450419014111
285.0,108.0,203.45307369569048,3.453073695690472,-0.003228651658893731,14.652193906725289,-8.429369557916289e-08,-0.6931488486663825
286.0,109.0,203.43355944610195,3.433559446101955,-0.0031149733208710785,14.652193906725289,0.0,-0.6687436116066161
287.0,110.0,203.41092814438463,3.4109281443846253,-0.0030012711572447353,14.652193906725289,0.0,-0.6443332595045622
288.0,111.0,203.38529294505508,3.3852929450550864,-0.002887561664268046,14.652193906725289,0.0,-0.6199213338878369
289.0,112.0,203.35676700262994,3.3567670026299403,-0.002773859592839519,14.652193906725289,0.0,-0.5955110015794358
290.0,113.0,203.3254634716258,3.3254634716257905,-0.002660178013362235,14.652193906725289,0.0,-0.5711050686221918
291.0,114.0,203.29149550655924,3.2914955065592397,-0.0025465283815347345,14.652193906725289,0.0,-0.546705994403209
292.0,115.0,203.2549762619469,3.254976261946892,-0.002432920604873218,14.652193906725289,0.0,-0.5223159059353004
293.0,116.0,203.21601889230536,3.2160188923053497,-0.00231936310978445,14.652193906725289,0.0,-0.4979366122566544
294.0,117.0,203.17473655215122,3.1747365521512156,-0.002205862909027777,14.652193906725289,0.0,-0.473569618914038
295.0,118.0,203.13124239600108,3.1312423960010927,-0.002092425669422867,14.652193906725289,0.0,-0.449216142498754
296.0,119.0,203.08564957837157,3.0856495783715845,-0.0019790557796773084,14.652193906725289,0.0,-0.4248771252083306
297.0,120.0,203.0380712537793,3.0380712537792944,-0.0018657564182248268,14.652193906725289,-8.429368847373553e-08,-0.4005532494104898
298.0,121.0,202.98862057674083,2.9886205767408245,-0.001752529620980769,14.652193895219341,-8.429368847373553e-08,-0.3762449515984457
299.0,122.0,202.9374107017728,2.937410701772778,-0.0016393763489364625,14.652193895219341,0.0,-0.351952439304308
300.0,123.0,202.88455478339176,2.8845547833917586,-0.0015262965555281913,14.652193895219341,0.0,-0.3276757019023761
301.0,124.0,202.83016597611436,2.830165976114369,-0.001413289253729785,14.652193895219341,0.0,-0.30341452749117404
302.0,125.0,202.77435743445722,2.7743574344572113,-0.001300352582830176,14.652193895219341,0.0,-0.279168516600623
303.0,126.0,202.7172423129369,2.7172423129368894,-0.0011874838748688163,14.652193895219341,0.0,-0.254937096454848
304.0,127.0,202.65893376607,2.6589337660700068,-0.0010746797207124518,14.652193895219341,0.0,-0.2307195351579878
305.0,128.0,202.59954494837316,2.5995449483731656,-0.0009619360357665519,14.652193895219341,-8.429369557916289e-08,-0.20651495580157073
306.0,129.0,202.53918901436296,2.5391890143629694,-0.0008492481253236298,14.652193883713393,-8.429369557916289e-08,-0.1823223502075905
307.0,130.0,202.47797911855602,2.477979118556021,-0.0007366107495587862,14.652193883713393,-8.429368847373553e-08,-0.15814059406554917
308.0,131.0,202.41602841546893,2.416028415468923,-0.0006240181881900957,14.652193872207445,-8.429368847373553e-08,-0.13396845877176364
309.0,132.0,202.35345005961827,2.3534500596182792,-0.0005114643048279253,14.652193872207445,0.0,-0.10980462738322502
310.0,133.0,202.2903572055207,2.290357205520692,-0.0003989426110429692,14.652193872207445,0.0,-0.08564770667153773
311.0,134.0,202.22686300769277,2.2268630076927654,-0.00028644633018766333,14.652193872207445,0.0,-0.06149624178002131
312.0,135.0,202.1630806206511,2.1630806206511015,-0.00017396846100979513,14.652193872207445,0.0,-0.03734872963234538
313.0,136.0,202.0991231989123,2.0991231989123036,-6.150184110047844e-05,14.652193872207445,0.0,-0.013203632553971407
314.0,137.0,202.03510389699298,2.035103896992975,5.096078977871042e-05,14.652193872207445,0.0,0.010940608132348087
315.0,138.0,201.97113586940972,1.9711358694097174,0.0001634267264427646,14.652193872207445,0.0,0.035085558526993105
316.0,139.0,201.90733227067915,1.907332270679136,0.0002759032350566401,14.652193872207445,0.0,0.05923277857955928
317.0,140.0,201.84380625531784,1.843806255317832,0.0003883974898867988,14.652193872207445,-8.429369557916289e-08,0.08338380851024998
318.0,141.0,201.78067097784242,1.7806709778424095,0.0005009165099830323,14.652193860701496,-1.6858738405289841e-07,0.1075401550474042
319.0,142.0,201.71803959276946,1.7180395927694712,0.000613467095743749,14.652193849195548,-8.429368847373553e-08,0.13170327823969277
320.0,143.0,201.65602525461563,1.6560252546156191,0.0007260557653197248,14.652193849195548,0.0,0.15587457769272078
321.0,144.0,201.59474111789746,1.594741117897458,0.0008386886908138721,14.652193849195548,0.0,0.18005537830652035
322.0,145.0,201.53430033713158,1.53430033713159,0.000951371634237866,14.652193849195548,0.0,0.2042469171088507
323.0,146.0,201.47481606683462,1.4748160668346184,0.0010641098831905334,14.652193849195548,0.0,0.2284503292773023
324.0,147.0,201.41640146152315,1.416401461523146,0.0011769081862277391,14.652193849195548,0.0,0.25266663426406516
325.0,148.0,201.3591696757138,1.359169675713776,0.001289770687899112,14.652193849195548,0.0,0.27689672184917274
326.0,149.0,201.3032338639231,1.3032338639231114,0.0031945850637072827,14.652193849195548,0.0,0.6858351954406253
327.0,151.06200930818002,201.22213742646565,1.2487071806677552,-0.0443834853443425,14.652193849195548,0.0,-9.528547757669738
328.0,152.1160542070836,201.0897838538836,1.19570278046431,-0.04578546594044843,14.652193849195548,0.0,-9.829534463911466
329.0,153.15978205766265,200.9068628871498,1.144333817829379,-0.045788597824453776,14.652193849195548,-1.4600097131278744e-07,-9.830206838018297
330.0,154.1908817475896,200.67416678046416,1.0947134472795659,-0.04578735987685695,14.65219382926666,-1.4600097131278744e-07,-9.829941040289242
331.0,155.2071052784217,200.39258534669997,1.0469548233314736,-0.04578153300544047,14.65219382926666,-8.429370268459024e-08,-9.828690088003995
332.0,156.2062712801208,200.06310089475144,1.0011711005017037,-0.04577090482086508,14.65219381776071,-2.3029467399737769e-07,-9.82640834180484
333.0,157.18626812857028,199.68678308914585,0.9574754333068616,-0.04575527029802845,14.65219379783182,-2.920019426255749e-07,-9.823051789661523
334.0,158.1450566689882,199.26478376195828,0.9159809762635476,-0.045734432435964915,14.652193777902932,-1.4600097131278744e-07,-9.81857814937956
335.0,159.08067255032336,198.79833170646688,0.8768008838883676,-0.045708202909884775,14.652193777902932,0.0,-9.812947016818777
336.0,159.9912281778504,198.28872748123067,0.8400483106979233,-0.045676402708542264,14.652193777902932,-1.4600097131278744e-07,-9.806119933909535
337.0,160.87491429323575,197.737338252368,0.8058364112088165,-0.045638862749774266,14.652193757974043,-1.4600097131278744e-07,-9.798060574292982
338.0,161.73000007305464,197.14559106331996,0.774276355943019,-0.04565760564511762,14.652193757974043,-8.429368847373553e-08,-9.802084426178133
339.0,162.55479344153437,196.51491530195418,0.7454109799823875,-0.04575673047151283,14.652193746468095,-8.429368847373553e-08,-9.823365200737406
340.0,163.34761821417533,195.84673655076742,0.7191991241360275,-0.04585109786483525,14.652193746468095,-8.429370268459024e-08,-9.843624632696272
341.0,164.10685347611522,195.142544786361,0.6955944716019999,-0.04594072236836166,14.652193734962145,-1.6858739826375313e-07,-9.862865813419369
342.0,165.33136312233145,193.8700694740273,0.6745507055783655,-0.04602562245771763,14.652193723456197,-8.429369557916289e-08,-9.881092724812094
343.0,165.99108643613081,193.07475759488017,0.6560215092631848,-0.04610582053707111,14.652193723456197,-8.429368847373553e-08,-9.898310192303633
344.0,166.6116544966255,192.2496637357404,0.6399605658545183,-0.04618134292772033,14.652193711950249,-8.429368847373553e-08,-9.914523835667534
345.0,167.19176789489757,191.396581727621,0.6263215585504269,-0.046252219848882926,14.652193711950249,-8.429369557916289e-08,-9.929740173688824
346.0,167.73020070869103,190.51736186358275,0.6150581705489712,-0.04631848539054674,14.6521937004443,-8.429369557916289e-08,-9.943966493874097
347.0,168.2258030776472,189.61390849081633,0.6061240850482117,-0.046380177478299346,14.6521937004443,0.0,-9.9572109695597
348.0,168.67750374648648,188.68817747076287,0.5994729852462094,-0.046437337830110156,14.6521937004443,0.0,-9.969482541447082
349.0,169.08431256825068,187.7421735031262,0.5950585543410246,-0.04649001190509683,14.6521937004443,0.0,-9.980790969007845
350.0,169.4453229591566,186.7779473101633,0.5928344755307182,-0.04653824884436465,14.6521937004443,0.0,-9.991146802187663
351.0,169.75971429608498,185.79759267822192,0.5927544320133507,-0.04658210140406359,14.6521937004443,0.0,-10.000561367034505
352.0,170.026754247246,184.8032433541232,0.5947721069869829,-0.046621625880862376,14.6521937004443,0.0,-10.009046749698923
353.0,170.24580102612438,183.79706979466113,0.5988411836496753,-0.0466568820300902,14.6521937004443,-8.429368847373553e-08,-10.01661577886014
354.0,170.41630555841567,182.7812757682027,0.6049153451994888,-0.04668793297684599,14.652193688938352,-8.429368847373553e-08,-10.023281990900408
355.0,170.53781355133071,181.75809480812458,0.6129482748344838,-0.04671484512042039,14.652193688938352,0.0,-10.029059672344554
356.0,170.6099674543587,180.72978651860439,0.622893655752721,-0.04642849656170937,14.652193688938352,0.0,-9.967584422346405
357.0,170.6589198735252,179.03214758821835,0.6347051711522613,0.054028673715001745,14.652193688938352,0.0,11.599241982042345
358.0,170.7450404183623,178.0680674197762,0.6483365042311651,0.05357465037411504,14.652193688938352,0.0,11.501769172988771
359.0,170.8809058691922,177.11043756348434,0.6637413381874933,0.05357064604148034,14.652193688938352,0.0,11.500909495709786
360.0,171.06602171734144,176.16189649559504,0.6808733562193061,0.05357163294605061,14.652193688938352,0.0,11.501121371074044
361.0,171.2997510164889,175.22504358860274,0.6996862415246649,0.0535774696907663,14.652193688938352,-8.429368847373553e-08,11.502374443002145
362.0,171.58131746931278,174.3024313658493,0.7201336773016296,0.05358801749243746,14.652193677432404,-8.429368847373553e-08,11.504638898509404
363.0,171.90980893439723,173.39655799363706,0.7421693467482612,0.053603139934548134,14.652193677432404,0.0,11.507885486905241
364.0,172.2841813357482,172.50986003342032,0.7657469330626205,0.053622702730180834,14.652193677432404,0.0,11.512085360498835
365.0,172.70326295607623,171.64470547537988,0.790820119442768,0.0536465734944772,14.652193677432404,0.0,11.517210098011281
366.0,173.16575909390002,170.80338707335844,0.8173425890867643,0.05367462152610423,14.652193677432404,0.0,11.523231639594313
367.0,173.67025706351288,169.9881159997522,0.8452680251926703,0.053706717597246406,14.652193677432404,0.0,11.530122241744388
368.0,174.21523151593453,169.2010158375217,0.8745501109585463,0.053742733751690884,14.652193677432404,0.0,11.537854433954244
369.0,174.79905005814754,168.4441169250099,0.9051425295824531,0.05378254311061905,14.652193677432404,-8.429370268459024e-08,11.54640097701892
370.0,175.41997914719195,167.7193510677434,0.9369989642624514,0.053826019685759646,14.652193665926454,-8.429370268459024e-08,11.555734804773417
371.0,176.0761902350664,167.02854662984973,0.9700730981966016,0.053873038199599814,14.652193665926454,0.0,11.565829058073653
372.0,177.25626646574787,165.9136146063648,1.0043186145829655,0.05392347391238937,14.652193665926454,0.0,11.5766569388103
373.0,177.99860817299805,165.3216666733276,1.039689196619602,0.053977202455710596,14.652193665926454,0.0,11.588191746728322
374.0,178.76885091947088,164.7695131236682,1.076138527504573,0.05403409967242113,14.652193665926454,-8.429369557916289e-08,11.600406826930705
375.0,179.5648044983592,164.25845076528773,1.1136202904359387,0.05409404146281208,14.652193654420506,-1.6858738405289841e-07,11.613275518611502
376.0,180.38422166317744,163.78965235272108,1.1520881686117603,0.05415690363685642,14.652193642914558,-8.429368847373553e-08,11.626771178010552
377.0,181.22480533233858,163.3641643863541,1.1914958452300977,0.054222561772453194,14.652193642914558,0.0,11.640867111627387
378.0,182.08421585205332,162.9829053375983,1.2317970034890116,0.054290891079605205,14.652193642914558,0.0,11.655536510460369
379.0,182.96007829211933,162.6466642990803,1.2729453265865636,0.054361766270495535,14.652193642914558,0.0,11.670752476871693
380.0,183.8499897494875,162.35610005737794,1.3148944977208132,0.054435061435457684,14.652193642914558,-8.429368847373553e-08,11.686487979720669
381.0,184.7515266349043,162.11174058434992,1.357598200089822,0.05451064992486085,14.65219363140861,-8.429368847373553e-08,11.702715810626438
382.0,185.66225191842744,161.9139829416549,1.4010101168916496,0.05458840423695827,14.65219363140861,0.0,11.719408633382749
383.0,186.57972231019664,161.76309359165387,1.4450839313243573,0.05466819591177219,14.65219363140861,0.0,11.73653885097671
384.0,187.50149535350624,161.65920910653708,1.4897733265860058,0.05474989543111261,14.65219363140861,0.0,11.754078657565397
385.0,188.42513640796832,161.60233726621584,1.5350319858746562,0.05483337212485144,14.65219363140861,0.0,11.772000000000002
386.0,189.3482255013713,161.5923585342835,1.5808135923883684,0.05027844147857352,14.65219363140861,0.0,10.794116614570166
387.0,191.08092478411922,161.60002896133201,1.6270718293252031,-0.04889617347274503,14.65219363140861,0.0,-10.49736194977292
388.0,192.16378678180055,161.56545250922372,1.6737603798832215,-0.04585568367256004,14.65219363140861,0.0,-9.844608990383872
389.0,193.24594073885666,161.4768873645451,1.7208329272604839,-0.04579665190308752,14.65219363140861,0.0,-9.831935649983647
390.0,194.3247003964061,161.33426892100474,1.7682431546550508,-0.04573690827317855,14.65219363140861,0.0,-9.819109482559782
391.0,195.39736653484312,161.13766665390088,1.8159447452649835,-0.04567655625993263,14.65219363140861,8.429368847373553e-08,-9.80615270327739
392.0,196.46123373403145,160.88728560202395,1.8638913822883418,-0.045615698612159236,14.652193642914558,8.429368847373553e-08,-9.793087386327803
393.0,197.5135972719997,160.5834675024892,1.912036748923187,-0.04555443731345769,14.652193642914558,0.0,-9.77993539545981
394.0,198.5517601431336,160.22669156527198,1.9603345265316894,-0.04549323890253765,14.652193642914558,8.429368847373553e-08,-9.766796905767041
395.0,199.57303986675691,159.81757423680207,2.0087376797988217,-0.04543377371194321,14.652193654420506,1.6858738405289841e-07,-9.754030530881613
396.0,200.5747750087962,159.35686835856663,2.0571973721291386,-0.04537418747237865,14.652193665926454,8.429369557916289e-08,-9.741238168342562
397.0,201.55433285790923,158.845464348204,2.1056644884158278,-0.045314584920832714,14.652193665926454,0.0,-9.728442288517643
398.0,202.50911685796225,158.28438976776116,2.154089913552076,-0.04525506992091478,14.652193665926454,0.0,-9.715665204869756
399.0,203.4365739674624,157.67480822637143,2.2024245324310727,-0.04519574545439022,14.652193665926454,8.429370268459024e-08,-9.702929026222428
400.0,204.33420201840613,157.01801787381007,2.2506192299460044,-0.04513671361810365,14.652193677432404,8.429370268459024e-08,-9.690255686637359
401.0,205.19955705096976,156.31544948111824,2.2986248909900593,-0.04507807562617576,14.652193677432404,0.0,-9.677666884990437
402.0,206.5711294644962,154.99169065319973,2.3463924004564265,-0.045019931817357306,14.652193677432404,0.0,-9.665184177923793
403.0,207.3364630218816,154.17479777886078,2.393872643238291,-0.04496238166742301,14.652193677432404,8.429368847373553e-08,-9.652828921571146
404.0,208.06119791404618,153.31860076576874,2.4410165042288434,-0.04490552380648989,14.652193688938352,2.3029465978652297e-07,-9.640622305655699
405.0,208.74326476041983,152.4251078093182,2.487774868321269,-0.04484945604114543,14.652193708867241,1.4600097131278744e-07,-9.628585323850066
406.0,209.3806919204592,151.4964405162323,2.534098620408758,-0.04479427538127542,14.652193708867241,8.429368847373553e-08,-9.616738765637693
407.0,209.97161200980608,150.53482927513483,2.5799386453844964,-0.04474007807148441,14.65219372037319,8.429368847373553e-08,-9.60510333477309
408.0,210.51426820575608,149.54260823576192,2.625245828141673,-0.04468695962700806,14.65219372037319,0.0,-9.593699506926333
409.0,211.00702031772485,148.5222099058556,2.669971053573475,-0.04463501487402203,14.65219372037319,0.0,-9.582547655127305
410.0,211.4483505987522,147.47615937632563,2.7140652065730904,-0.04458433799426012,14.65219372037319,0.0,-9.571667998949252
411.0,211.83686927453655,146.40706818679467,2.757479172033707,-0.044535022573861445,14.65219372037319,0.0,-9.561080630099108
412.0,212.1713197670437,145.31762784515584,2.8001638348485125,-0.04448716165637636,14.65219372037319,0.0,-9.550805523797175
413.0,212.45058359038222,144.21060301625897,2.842070079910695,-0.044440847799869516,14.65219372037319,1.4600095710193273e-07,-9.54086255103639
414.0,212.6736848973822,143.08882439630005,2.883148792113442,-0.04439617313806967,14.652193740302076,1.4600095710193273e-07,-9.531271517637924
415.0,212.83979465615687,141.9551812909098,2.9233508563499417,-0.0443532294455263,14.652193740302076,0.0,-9.522052074504213
416.0,212.94823443685874,140.81261391631392,2.962627157513382,-0.042416722852195846,14.652193740302076,8.429368847373553e-08,-9.106309706815738
417.0,213.00092858049695,139.0,3.00092858049695,0.0018078295381894884,14.652193751808024,1.6858738405289841e-07,0.3881171054893555
418.0,213.03820601019385,138.0,3.038206010193833,-0.0010709382185356783,14.652193763313972,8.429369557916289e-08,-0.2299162799414461
419.0,213.07441033149723,137.0,3.07441033149722,-0.0011200873384266835,14.652193763313972,8.429368847373553e-08,-0.2404679463327969
420.0,213.1094924293003,136.0,3.109492429300299,-0.0011692498777807995,14.65219377481992,8.429368847373553e-08,-0.25102249409974176
421.0,213.14340318849625,135.0,3.1434031884962566,-0.0012184254406120809,14.65219377481992,0.0,-0.2615798374574299
422.0,213.17609349397827,134.0,3.176093493978282,-0.001267613503792765,14.65219377481992,0.0,-0.2721398644749104
423.0,213.20751423063956,133.0,3.2075142306395614,-0.0013168134115992417,14.65219377481992,8.429369557916289e-08,-0.2827024343769912
424.0,213.23761628337328,132.0,3.237616283373283,-0.0013660243702559513,14.652193786325869,1.6858739826375313e-07,-0.29326737721114043
425.0,213.26635053707264,131.0,3.266350537072636,-0.0014152454424797766,14.652193797831819,8.429370268459024e-08,-0.3038344913276647
426.0,213.29366787663082,130.0,3.2936678766308067,-0.001464475542027821,14.652193797831819,0.0,-0.3144035430307965
427.0,213.319519186941,129.0,3.3195191869409837,-0.001513713428251796,14.652193797831819,8.429368847373553e-08,-0.3249742664303348
428.0,213.34385535289636,128.0,3.343855352896354,-0.0015629577006625788,14.652193809337767,8.429368847373553e-08,-0.33554636138676486
429.0,213.3666272593901,127.0,3.3666272593901057,-0.0016122067935088692,14.652193809337767,0.0,-0.3461194907166029
430.0,213.38778579131542,126.0,3.3877857913154275,-0.001661458970374234,14.652193809337767,8.429369557916289e-08,-0.356693282144576
431.0,213.4072818335655,125.0,3.4072818335655057,-0.0017107123187972027,14.652193820843715,8.429369557916289e-08,-0.36726732566729176
432.0,213.42506627103353,124.0,3.4250662710335296,-0.0017599647449194865,14.652193820843715,0.0,-0.37784117062403777
433.0,213.44108998861267,123.0,3.441089988612686,-0.001809213968167773,14.652193820843715,0.0,-0.38841432796606645
434.0,213.45530387119615,122.0,3.455303871196162,-0.0018584575159749834,14.652193820843715,8.429368847373553e-08,-0.3989862668659041
435.0,213.46765880367715,121.0,3.467658803677148,-0.0019076927185472752,14.652193832349663,8.429368847373553e-08,-0.40955641479732313
436.0,213.47810567094882,120.0,3.478105670948829,-0.0019569167036835263,14.652193832349663,0.0,-0.4201241538668478
437.0,213.4865953579044,119.0,3.486595357904394,-0.0020061263916544645,14.652193832349663,0.0,-0.4306888235239297
438.0,213.49307874943702,118.0,3.4930787494370317,-0.0020553184901490615,14.652193832349663,0.0,-0.4412497169529018
439.0,213.49750673043994,117.0,3.497506730439927,-0.0021044894892962383,14.652193832349663,0.0,-0.45180608063082967
440.0,213.49983018580627,116.0,3.499830185806272,-0.002153635656770433,14.652193832349663,0.0,-0.46235711327674117
441.0,213.50000000042925,115.0,3.50000000042925,-0.0022027530329899944,14.652193832349663,0.0,-0.4729019648207853
442.0,213.49796705920204,114.0,3.497967059202052,-0.0022518374264178746,14.652193832349663,0.0,-0.4834397353953526
443.0,213.49368224701786,113.0,3.4936822470178646,-0.002300884408974523,14.652193832349663,8.429369557916289e-08,-0.4939694743502849
444.0,213.48709644876988,112.0,3.4870964487698757,-0.002349889311573395,14.652193843855612,8.429369557916289e-08,-0.5044901800867304
445.0,213.4781605493513,111.0,3.4781605493512737,-0.0023988472197899154,14.652193843855612,0.0,-0.515000795974542
446.0,213.46682543365523,110.0,3.466825433655245,-0.002447752969675229,14.652193843855612,0.0,-0.5255002141579451
