s_m,x_center_m,y_center_m,heading_rad,curvature_1pm,x_left_m,y_left_m,x_right_m,y_right_m
90.0,0.0,90.0,1.5707963267948966,0.0,-4.0,90.0,4.0,90.0
91.0,0.0,91.0,1.5707963267948966,0.0,-4.0,91.0,4.0,91.0
92.0,0.0,92.0,1.5707963267948966,0.0,-4.0,92.0,4.0,92.0
93.0,0.0,93.0,1.5707963267948966,0.0,-4.0,93.0,4.0,93.0
94.0,0.0,94.0,1.5707963267948966,0.0,-4.0,94.0,4.0,94.0
95.0,0.0,95.0,1.5707963267948966,0.0,-4.0,95.0,4.0,95.0
96.0,0.0,96.0,1.5707963267948966,0.0,-4.0,96.0,4.0,96.0
97.0,0.0,96.99999999999999,1.5707963267948966,0.0,-4.0,96.99999999999999,4.0,96.99999999999999
98.0,0.0,98.0,1.5707963267948966,0.0,-4.0,98.0,4.0,98.0
99.0,0.0,99.0,1.5707963267948966,0.0,-4.0,99.0,4.0,99.0
100.0,0.0,100.0,1.5707963267948966,0.0,-4.0,100.0,4.0,100.0
101.0,0.0,101.0,1.5707963267948966,0.0,-4.0,101.0,4.0,101.0
102.0,0.0,102.00000000000001,1.5707963267948966,0.0,-4.0,102.00000000000001,4.0,102.00000000000001
103.0,0.0,103.0,1.5707963267948966,0.0,-4.0,103.0,4.0,103.0
104.0,0.0,104.0,1.5707963267948966,0.0,-4.0,104.0,4.0,104.0
105.0,0.0,105.0,1.5707963267948966,0.0,-4.0,105.0,4.0,105.0
106.0,0.0,106.0,1.5707963267948966,0.0,-4.0,106.0,4.0,106.0
107.0,0.0,107.0,1.5707963267948966,0.0,-4.0,107.0,4.0,107.0
108.0,0.0,108.0,1.5707963267948966,0.0,-4.0,108.0,4.0,108.0
109.0,0.0,109.0,1.5707963267948966,0.0,-4.0,109.0,4.0,109.0
110.0,0.0,109.99999999999999,1.5707963267948966,0.0,-4.0,109.99999999999999,4.0,109.99999999999999
111.0,0.0,111.0,1.5707963267948966,0.0,-4.0,111.0,4.0,111.0
112.0,0.0,112.0,1.5707963267948966,0.0,-4.0,112.0,4.0,112.0
113.0,0.0,113.0,1.5707963267948966,0.0,-4.0,113.0,4.0,113.0
114.0,0.0,114.0,1.5707963267948966,0.0,-4.0,114.0,4.0,114.0
115.0,0.0,115.00000000000001,1.5707963267948966,0.0,-4.0,115.00000000000001,4.0,115.00000000000001
116.0,0.0,116.0,1.5707963267948966,0.0,-4.0,116.0,4.0,116.0
117.0,0.0,117.0,1.5707963267948966,0.0,-4.0,117.0,4.0,117.0
118.0,0.0,118.0,1.5707963267948966,0.0,-4.0,118.0,4.0,118.0
119.0,0.0,119.0,1.5707963267948966,0.0,-4.0,119.0,4.0,119.0
120.0,0.0,120.0,1.5707963267948966,0.0,-4.0,120.0,4.0,120.0
121.0,0.0,121.0,1.5707963267948966,0.0,-4.0,121.0,4.0,121.0
122.0,0.0,122.0,1.5707963267948966,0.0,-4.0,122.0,4.0,122.0
123.0,0.0,122.99999999999999,1.5707963267948966,0.0,-4.0,122.99999999999999,4.0,122.99999999999999
124.0,0.0,124.0,1.5707963267948966,0.0,-4.0,124.0,4.0,124.0
125.0,0.0,125.0,1.5707963267948966,0.0,-4.0,125.0,4.0,125.0
126.0,0.0,126.0,1.5707963267948966,0.0,-4.0,126.0,4.0,126.0
127.0,0.0,127.0,1.5707963267948966,0.0,-4.0,127.0,4.0,127.0
128.0,0.0,128.0,1.5707963267948966,0.0,-4.0,128.0,4.0,128.0
129.0,0.0,129.0,1.5707963267948966,0.0,-4.0,129.0,4.0,129.0
130.0,0.0,130.0,1.5707963267948966,0.0,-4.0,130.0,4.0,130.0
131.0,0.0,131.0,1.5707963267948966,0.0,-4.0,131.0,4.0,131.0
132.0,0.0,132.0,1.5707963267948966,0.0,-4.0,132.0,4.0,132.0
133.0,0.0,133.0,1.5707963267948966,0.0,-4.0,133.0,4.0,133.0
134.0,0.0,134.0,1.5707963267948966,0.0,-4.0,134.0,4.0,134.0
135.0,0.0,135.0,1.5707963267948966,0.0,-4.0,135.0,4.0,135.0
136.0,0.0,136.0,1.5707963267948966,0.0,-4.0,136.0,4.0,136.0
137.0,0.0,137.0,1.5707963267948966,0.0,-4.0,137.0,4.0,137.0
138.0,0.0,138.0,1.5707963267948966,0.0,-4.0,138.0,4.0,138.0
139.0,0.0,139.0,1.5707963267948966,0.0,-4.0,139.0,4.0,139.0
140.0,0.0,140.0,1.5707963267948966,0.0,-4.0,140.0,4.0,140.0
141.0,0.0,141.0,1.5707963267948966,0.0,-4.0,141.0,4.0,141.0
142.0,0.0,142.0,1.5707963267948966,0.0,-4.0,142.0,4.0,142.0
143.0,0.0,143.0,1.5707963267948966,0.0,-4.0,143.0,4.0,143.0
144.0,0.0,144.0,1.5707963267948966,0.0,-4.0,144.0,4.0,144.0
145.0,0.0,145.0,1.5707963267948966,0.0,-4.0,145.0,4.0,145.0
146.0,0.0,146.0,1.5707963267948966,0.0,-4.0,146.0,4.0,146.0
147.0,0.0,147.0,1.5707963267948966,0.0,-4.0,147.0,4.0,147.0
148.0,0.0,148.0,1.5707963267948966,0.0,-4.0,148.0,4.0,148.0
149.0,0.0,149.0,1.5707963267948966,0.0,-4.0,149.0,4.0,149.0
150.0,0.010013228166073418,150.9999331989552,1.550782764394865,-0.02,-3.9891857132127626,151.07998210447175,4.009212169544909,150.91988429343866
151.0,0.04002178451477789,151.99946616672415,1.530782764394865,-0.02,-3.956776472356162,152.1594777096622,4.036820041385718,151.83945462378608
152.0,0.09001366602367256,152.9981991034466,1.510782764394865,-0.02,-3.9027852403265553,153.23810928132247,4.0828125723739,152.75828892557075
153.0,0.15996887660671177,153.99573252926422,1.490782764394865,-0.02,-3.827233612896873,154.31544538120548,4.147171366110296,153.67601967732296
154.0,0.24985943511238418,154.99166744410687,1.470782764394865,-0.02,-3.730151809710747,155.39105508923555,4.229870679935516,154.59227979897818
155.0,0.35964938651580525,155.98560548728761,1.450782764394865,-0.02,-3.6115786621950523,156.46450817587075,4.330877435226663,155.50670279870448
156.0,0.4892948163002657,156.9771490968415,1.430782764394865,-0.02,-3.471561598027835,157.53537527418894,4.450151230628366,156.41892291949404
157.0,0.6387438680224307,157.96590166854506,1.410782764394865,-0.02,-3.3101566221678973,158.60322805162878,4.587644358212758,157.32857528546134
158.0,0.807936764054233,158.95146771455288,1.390782764394865,-0.02,-3.12742829445355,159.66763938131723,4.743301822562016,158.23529604778852
159.0,0.9968058294931623,159.9334530215872,1.370782764394865,-0.02,-2.9234497037795073,160.7281835129143,4.917061362765832,159.1387225302601
160.0,1.205275519231229,160.91146480861823,1.3507827643948649,-0.02,-2.698302438862395,161.78443624290782,5.108853477324853,160.03849337432865
161.0,1.4332624481721155,161.88511188397112,1.3307827643948649,-0.02,-2.4520765556062374,162.83597508428895,5.318601451950468,160.9342486836533
162.0,1.6806754245840239,162.8540048017975,1.3107827643948653,-0.02,-2.1848705410813762,163.88237943554142,5.546221390249424,161.82563016805355
163.0,1.9474154865751956,163.81775601784864,1.2907827643948648,-0.02,-1.8967912741309108,164.92323074887665,5.7916222472813015,162.71228128682063
164.0,2.233375941677309,164.77598004448797,1.2707827643948653,-0.02,-1.5879539826206286,165.95811269764712,6.054705865975247,163.5938473913288
165.0,2.538442409521082,165.72829360488097,1.2507827643948652,-0.02,-1.2584821973493536,166.98661134287158,6.335367016391517,164.46997586689037
166.0,2.86249286758688,166.67431578630087,1.2307827643948652,-0.02,-0.9085077026382913,168.00831529880506,6.633493437812051,165.34031627379667
167.0,3.2053977000120852,167.61366819248855,1.2107827643948652,-0.02,-0.5381704836190697,169.02281589748776,6.94896588364324,166.20452048748933
168.0,3.567019749435744,168.545975095006,1.1907827643948652,-0.02,-0.14761867024151876,170.02970735220663,7.2816581691130065,167.0622428378054
169.0,3.94721437185963,169.4708635835229,1.1707827643948652,-0.02,0.2629915219762786,171.02858691980487,7.631437221742981,167.91314024724096
170.0,4.345829494503981,170.38796371497548,1.1507827643948652,-0.02,0.6934958544321779,172.01905506177366,7.998163134575784,168.7568723681773
171.0,4.762705676634539,171.29690866153902,1.1307827643948651,-0.02,1.1437221311331802,173.00071560406226,8.381689222135897,169.59310171901578
172.0,5.197676173336717,172.19733485735395,1.1107827643948651,-0.02,1.6134902675715321,173.9731758955424,8.781862079101902,170.4214938191655
173.0,5.650567002211368,173.08888214394753,1.090782764394865,-0.02,2.102612362756155,174.93604696506347,9.19852164166658,171.2417173228316
174.0,6.1211970129654105,173.9711939142922,1.070782764394865,-0.02,2.6108927743705213,175.8889436770357,9.6315012515603,172.0534441515487
175.0,6.609377959869519,174.84391725544387,1.050782764394865,-0.02,3.1381281970269583,176.8314848854795,10.08062772271208,172.85634962540823
176.0,7.1149145770539235,175.7067030897022,1.030782764394865,-0.02,3.6841077435861154,177.76329358647848,10.545721410521733,173.6501125929259
177.0,7.6376046566121545,176.55920631423717,1.010782764394865,-0.02,4.248613029509005,178.68399706897628,11.026596283715303,174.43441555949806
178.0,8.177239129481492,177.4010859391255,0.990782764394865,-0.02,4.83141826020789,179.59322706385566,11.523059998755095,175.20894481439532
179.0,8.733602149067828,178.2320052237422,0.970782764394865,-0.02,5.4322903213611315,180.4906198912417,12.034913976774524,175.9733905562427
180.0,9.306471177581393,179.05163181145213,0.950782764394865,-0.02,6.0509888721557825,181.37581660596842,12.561953483007004,176.72744701693583
181.0,9.895617075048932,179.85963786254845,0.930782764394865,-0.02,6.687266441420725,182.24846314115246,13.10396770867714,177.47081258394445
182.0,10.50080419096664,180.65570018538398,0.9107827643948649,-0.02,7.34086852661185,183.10821044981483,13.660739855321431,178.20318992095312
183.0,11.1217904585572,181.43950036564362,0.8907827643948649,-0.02,8.011533695609653,183.95471464449525,14.232047221504747,178.924286086792
184.0,11.758327491593285,182.21072489370582,0.8707827643948649,-0.02,8.698993691288624,184.7876371348024,14.817661291897945,179.63381265260924
185.0,12.410160683748707,182.96906529004212,0.8507827643948653,-0.02,9.402973538816482,185.60664476284563,15.417347828680931,180.33148581723862
186.0,13.077029310437645,183.7142182286052,0.8307827643948649,-0.02,10.123191655640534,186.41140993649375,16.030866965234754,181.01702652071666
187.0,13.758666633100823,184.44588565815474,0.8107827643948653,-0.02,10.859359964116766,187.20161076040725,16.65797330208488,181.69016055590222
188.0,14.454800005897624,185.16377492147444,0.7907827643948648,-0.02,11.61118400673731,187.97693116479252,17.298416005057938,182.35061867815637
189.0,15.359123760773429,186.05499565813648,0.7654077535275126,-0.02,12.587799412035178,188.9393953104195,18.13044810951168,183.17059600585344
190.0,16.08710368140934,186.74056979873836,0.7454077535275125,-0.02,13.37401772632196,189.67981538226957,18.800189636496718,183.80132421520716
191.0,16.828648579645723,187.41144820129034,0.7254077535275125,-0.02,14.174886216417255,190.4043640570257,19.48241094287419,184.41853234555498
192.0,17.583461847410412,188.06736252337632,0.7054077535275125,-0.02,14.99008454560312,191.11275152487855,20.176839149217706,185.0219735218741
193.0,18.351241569460356,188.70805040801284,0.6854077535275125,-0.02,15.819286645417058,191.804694440286,20.883196493503654,185.61140637573968
194.0,19.131680644143653,189.33325558858846,0.6654077535275125,-0.02,16.66216084607502,192.47991603530767,21.601200442212285,186.18659514186925
195.0,19.92446690623615,189.9427279913669,0.6454077535275125,-0.02,17.51837000913492,193.13814623030837,22.330563803337384,186.74730975242542
196.0,20.729283251803352,190.53622383551323,0.6254077535275124,-0.02,18.387571662347494,193.77912174198642,23.07099484125921,187.29332592904004
197.0,21.545807765037775,191.11350573060298,0.6054077535275124,-0.02,19.26941813664067,194.40258618868333,23.82219739343488,187.82442527252263
198.0,22.373713847020962,191.67434277157508,0.5854077535275124,-0.02,20.163556705182515,195.0082901929332,24.58387098885941,188.34039535021697
199.0,23.212670346358735,192.21851063109088,0.5654077535275124,-0.02,21.06962972446731,195.59599148121026,25.35571096825016,188.8410297809715
200.0,24.06234169163729,192.74579164926206,0.5454077535275124,-0.02,21.987274777368146,196.16545498083514,26.137408605906433,189.32612831768898
201.0,24.922388025647294,193.25597492071165,0.5254077535275128,-0.02,22.91612481809895,196.7164529140007,26.928651233195637,189.7954969274226
202.0,25.79246534132234,193.74885637893348,0.5054077535275123,-0.02,23.855808319028004,197.2487648888803,27.72912236361668,190.24894786898668
203.0,26.67222561933695,194.22423887791587,0.48540775352751275,-0.02,24.805949419283778,197.76217798778126,28.53850181939012,190.68629976805047
204.0,27.561316967309956,194.68193227099755,0.46540775352751274,-0.02,25.766168075094626,198.25648685230948,29.356465859525287,191.10737768968562
205.0,28.459383760556552,195.12175348692386,0.4454077535275127,-0.02,26.73608021180095,198.7314937655099,30.182687309312154,191.51201320833783
206.0,29.366066784333494,195.5435266030726,0.4254077535275127,-0.02,27.715297877480047,199.1870087309505,31.01683569118694,191.90004447519468
207.0,30.28100337752022,195.94708291582086,0.4054077535275127,-0.02,28.703429398121713,199.62284954871865,31.85857735691873,192.27131628292307
208.0,31.203827577678446,196.33226100802426,0.38540775352751266,-0.02,29.700079534292595,200.03884188829832,32.707575621064294,192.6256801277502
209.0,32.13417026743227,196.69890681358152,0.36540775352751265,-0.02,30.704849639226723,200.43481935830016,33.56349089563781,192.96299426886287
210.0,33.07165932211019,197.04687367905893,0.34540775352751263,-0.02,31.71733781827888,200.81062357301576,34.4259808259415,193.2831237851021
211.0,34.01591975859004,197.3760224223499,0.3254077535275126,-0.02,32.737139089677115,201.16610421577002,35.29470042750296,193.5859406289298
212.0,34.96657388528717,197.68622138834561,0.3054077535275126,-0.02,33.76384554651002,201.50111909904538,36.16930222406432,193.87132367764585
213.0,35.92324145322614,197.97734650159566,0.2854077535275126,-0.02,34.797046519884105,201.81553422135545,37.049436386568175,194.13915878183587
214.0,36.88553980813517,198.24928131593632,0.26540775352751256,-0.02,35.83632874318586,202.10922382084334,37.93475087308448,194.3893388110293
215.0,37.85308404350276,198.50191706106762,0.24540775352751254,-0.02,36.88127651738286,202.38207042558514,38.824891569622665,194.6217636965501
216.0,38.825487154535196,198.73515268605993,0.22540775352751252,-0.02,37.93147187729789,202.63396490057684,39.719502431772504,194.83634047154302
217.0,39.80236019295326,198.94889489977305,0.2054077535275125,-0.02,38.98649475878939,202.86480649138701,40.61822562711713,195.0329833081591
218.0,40.783312422566375,199.1430582081713,0.1854077535275125,-0.02,40.04592316677156,203.07450286445714,41.52070167836119,195.21161355188548
219.0,41.7679514755619,199.3175649485202,0.16540775352751247,-0.02,41.10933334400673,203.26297014403391,42.426569607117074,195.37215975300646
220.0,42.755883509446974,199.47234532045024,0.14540775352751245,-0.02,42.176299940602604,203.43013294571838,43.335467078291344,195.5145576951821
221.0,43.746713364580295,199.60733741387645,0.12540775352751243,-0.02,43.24639618414659,203.5759244066187,44.247030545014,195.6387504211342
222.0,44.7400447222307,199.72248723376129,0.10540775352751242,-0.02,44.31919405040903,203.7002862120943,45.16089539405237,195.74468825542826
223.0,45.73548026309936,199.81774872171212,0.08540775352751262,-0.02,45.39426443454718,203.80316861908122,46.07669609165154,195.83232882434302
224.0,46.732621826242244,199.89308377440392,0.0654077535275126,-0.02,46.4711773227415,203.88453047598836,46.99406632974299,195.90163707281948
225.0,47.73107056832913,199.94846225882,0.045407753527512584,-0.02,47.549501964195336,203.94433923915773,47.912639172462924,195.95258527848227
226.0,48.73042712317566,199.98386202430504,0.025407753527512567,-0.02,48.62880704342959,203.98257098588155,48.83204720292173,195.98515306272853
227.0,49.73029176148446,199.9992689114248,0.005407753527512549,-0.02,49.70866085280309,203.9992104239709,49.751922670165825,195.99932739887868
228.0,51.0,200.0,0.0,0.0,51.0,204.0,51.0,196.0
229.0,52.0,200.0,0.0,0.0,52.0,204.0,52.0,196.0
230.0,53.0,200.0,0.0,0.0,53.0,204.0,53.0,196.0
231.0,54.0,200.0,0.0,0.0,54.0,204.0,54.0,196.0
232.0,55.0,200.0,0.0,0.0,55.0,204.0,55.0,196.0
233.0,56.0,200.0,0.0,0.0,56.0,204.0,56.0,196.0
234.0,57.0,200.0,0.0,0.0,57.0,204.0,57.0,196.0
235.0,58.0,200.0,0.0,0.0,58.0,204.0,58.0,196.0
236.0,59.0,200.0,0.0,0.0,59.0,204.0,59.0,196.0
237.0,60.0,200.0,0.0,0.0,60.0,204.0,60.0,196.0
238.0,61.0,200.0,0.0,0.0,61.0,204.0,61.0,196.0
239.0,62.0,200.0,0.0,0.0,62.0,204.0,62.0,196.0
240.0,63.0,200.0,0.0,0.0,63.0,204.0,63.0,196.0
241.0,64.0,200.0,0.0,0.0,64.0,204.0,64.0,196.0
242.0,65.0,200.0,0.0,0.0,65.0,204.0,65.0,196.0
243.0,66.0,200.0,0.0,0.0,66.0,204.0,66.0,196.0
244.0,67.0,200.0,0.0,0.0,67.0,204.0,67.0,196.0
245.0,68.0,200.0,0.0,0.0,68.0,204.0,68.0,196.0
246.0,69.0,200.0,0.0,0.0,69.0,204.0,69.0,196.0
247.0,70.0,200.0,0.0,0.0,70.0,204.0,70.0,196.0
248.0,71.0,200.0,0.0,0.0,71.0,204.0,71.0,196.0
249.0,72.0,200.0,0.0,0.0,72.0,204.0,72.0,196.0
250.0,73.0,200.0,0.0,0.0,73.0,204.0,73.0,196.0
251.0,74.0,200.0,0.0,0.0,74.0,204.0,74.0,196.0
252.0,75.0,200.0,0.0,0.0,75.0,204.0,75.0,196.0
253.0,76.0,200.0,0.0,0.0,76.0,204.0,76.0,196.0
254.0,77.0,200.0,0.0,0.0,77.0,204.0,77.0,196.0
255.0,78.0,200.0,0.0,0.0,78.0,204.0,78.0,196.0
256.0,79.0,200.0,0.0,0.0,79.0,204.0,79.0,196.0
257.0,80.0,200.0,0.0,0.0,80.0,204.0,80.0,196.0
258.0,81.0,200.0,0.0,0.0,81.0,204.0,81.0,196.0
259.0,82.0,200.0,0.0,0.0,82.0,204.0,82.0,196.0
260.0,83.0,200.0,0.0,0.0,83.0,204.0,83.0,196.0
261.0,84.0,200.0,0.0,0.0,84.0,204.0,84.0,196.0
262.0,85.0,200.0,0.0,0.0,85.0,204.0,85.0,196.0
263.0,86.0,200.0,0.0,0.0,86.0,204.0,86.0,196.0
264.0,87.0,200.0,0.0,0.0,87.0,204.0,87.0,196.0
265.0,88.0,200.0,0.0,0.0,88.0,204.0,88.0,196.0
266.0,89.0,200.0,0.0,0.0,89.0,204.0,89.0,196.0
267.0,90.0,200.0,0.0,0.0,90.0,204.0,90.0,196.0
268.0,91.0,200.0,0.0,0.0,91.0,204.0,91.0,196.0
269.0,92.0,200.0,0.0,0.0,92.0,204.0,92.0,196.0
270.0,93.0,200.0,0.0,0.0,93.0,204.0,93.0,196.0
271.0,94.0,200.0,0.0,0.0,94.0,204.0,94.0,196.0
272.0,95.0,200.0,0.0,0.0,95.0,204.0,95.0,196.0
273.0,96.0,200.0,0.0,0.0,96.0,204.0,96.0,196.0
274.0,97.0,200.0,0.0,0.0,97.0,204.0,97.0,196.0
275.0,98.0,200.0,0.0,0.0,98.0,204.0,98.0,196.0
276.0,99.0,200.0,0.0,0.0,99.0,204.0,99.0,196.0
277.0,100.0,200.0,0.0,0.0,100.0,204.0,100.0,196.0
278.0,101.0,200.0,0.0,0.0,101.0,204.0,101.0,196.0
279.0,102.0,200.0,0.0,0.0,102.0,204.0,102.0,196.0
280.0,103.0,200.0,0.0,0.0,103.0,204.0,103.0,196.0
281.0,104.0,200.0,0.0,0.0,104.0,204.0,104.0,196.0
282.0,105.0,200.0,0.0,0.0,105.0,204.0,105.0,196.0
283.0,106.0,200.0,0.0,0.0,106.0,204.0,106.0,196.0
284.0,107.0,200.0,0.0,0.0,107.0,204.0,107.0,196.0
285.0,108.0,200.0,0.0,0.0,108.0,204.0,108.0,196.0
286.0,109.0,200.0,0.0,0.0,109.0,204.0,109.0,196.0
287.0,110.0,200.0,0.0,0.0,110.0,204.0,110.0,196.0
288.0,111.0,200.0,0.0,0.0,111.0,204.0,111.0,196.0
